order_id,order_date,customer_id,partner_id,product_id,quantity,order_channel,priority,promised_sla_days,status,discount_pct,gross_amount,discount_amount,net_amount,cost_amount
O502522,2024-12-17,C100446,P1024,SKU2029,3,Marketplace,Standard,3,Delivered,0.195,12071.25,2353.89,9717.36,6613.68
O502523,2024-07-10,C100221,P1018,SKU2107,2,Mobile,Express,7,Delivered,0.193,3904.76,753.62,3151.14,1907.5
O502524,2024-07-25,C100407,P1001,SKU2099,1,Mobile,Standard,4,Delivered,0.218,2696.57,587.85,2108.72,1883.86
O502525,2024-07-22,C100050,P1013,SKU2058,5,Marketplace,Standard,1,Delivered,0.173,3941.85,681.94,3259.91,970.9
O502526,2024-01-10,C100215,P1021,SKU2044,5,Mobile,Standard,1,Cancelled,0.089,23511.2,2092.5,21418.7,12129.7
O502527,2025-11-09,C100566,P1001,SKU2056,3,Marketplace,Express,4,Delivered,0.131,7500.21,982.53,6517.68,4294.38
O502528,2024-06-21,C100622,P1018,SKU2081,3,Marketplace,Standard,1,Delivered,0.123,10450.47,1285.41,9165.06,988.05
O502529,2024-04-30,C100217,P1006,SKU2097,5,Mobile,Standard,1,Delivered,0.027,5000.2,135.01,4865.19,1401.75
O502530,2024-04-20,C100206,P1012,SKU2020,5,Web,Standard,3,Delivered,0.203,21408.4,4345.91,17062.49,10746.55
O502531,2025-12-23,C100238,P1022,SKU2040,1,Web,Standard,1,Delivered,0.228,1718.49,391.82,1326.67,1436.19
O502532,2024-12-14,C100223,P1012,SKU2014,1,Mobile,Express,5,Cancelled,0.246,3487.9,858.02,2629.88,278.51
O502533,2024-08-26,C100794,P1000,SKU2112,2,Web,Standard,3,Delivered,0.062,5780.88,358.41,5422.47,3172.06
O502534,2024-10-22,C100520,P1000,SKU2048,2,Web,Standard,3,Delivered,0.024,3970.6,95.29,3875.31,796.3
O502535,2024-03-05,C100308,P1018,SKU2030,5,Web,Express,5,Delivered,0.028,4710.5,131.89,4578.61,3561.7
O502536,2024-08-17,C100369,P1023,SKU2024,3,Web,Standard,3,Delivered,0.201,7865.16,1580.9,6284.26,462.06
O502537,2024-06-30,C100408,P1007,SKU2008,5,Mobile,Standard,3,Delivered,0.158,11219.8,1772.73,9447.07,10128.4
O502538,2025-08-10,C100442,P1023,SKU2056,4,Web,Express,3,Delivered,0.189,10000.28,1890.05,8110.23,5725.84
O502539,2024-02-12,C100309,P1011,SKU2092,4,Web,Express,7,Delivered,0.226,13421.12,3033.17,10387.95,858.12
O502540,2024-11-07,C100779,P1001,SKU2038,5,Marketplace,Standard,2,In-Transit,0.057,6429.5,366.48,6063.02,2109.55
O502541,2025-07-31,C100232,P1013,SKU2048,3,B2B,Standard,4,Returned,0.091,5955.9,541.99,5413.91,1194.45
O502542,2025-09-01,C100341,P1024,SKU2076,4,Mobile,Standard,4,Delivered,0.198,8150.84,1613.87,6536.97,4662.44
O502543,2025-01-09,C100004,P1006,SKU2042,2,B2B,Standard,3,Delivered,0.065,6515.54,423.51,6092.03,4137.18
O502544,2024-06-11,C100393,P1024,SKU2088,2,Web,Standard,5,Delivered,0.127,2418.4,307.14,2111.26,1031.22
O502545,2024-09-03,C100683,P1016,SKU2038,3,Marketplace,Standard,2,Delivered,0.111,3857.7,428.2,3429.5,1265.73
O502546,2024-06-11,C100797,P1009,SKU2053,5,Mobile,Express,1,Delivered,0.149,12124.1,1806.49,10317.61,3477.25
O502547,2025-04-28,C100378,P1017,SKU2117,1,Mobile,Standard,4,Delivered,0.247,1277.48,315.54,961.94,978.23
O502548,2024-08-01,C100111,P1010,SKU2100,3,Mobile,Express,3,Delivered,0.026,9595.38,249.48,9345.9,6590.55
O502549,2025-04-06,C100575,P1002,SKU2068,2,Marketplace,Standard,5,Delivered,0.121,1603.38,194.01,1409.37,1011.28
O502550,2025-04-24,C100512,P1021,SKU2047,5,Web,Standard,4,Delivered,0.24,18812.95,4515.11,14297.84,10517.15
O502551,2025-11-18,C100766,P1009,SKU2119,3,Mobile,Express,2,Delivered,0.087,13743.96,1195.72,12548.24,7251.6
O502552,2024-09-27,C100404,P1014,SKU2055,1,Marketplace,Express,3,Delivered,0.185,3980.44,736.38,3244.06,332.21
O502553,2025-12-03,C100002,P1018,SKU2041,1,Mobile,Express,4,Delivered,0.232,2935.65,681.07,2254.58,1062.85
O502554,2024-10-19,C100720,P1002,SKU2071,4,Web,Express,7,Delivered,0.06,8280.32,496.82,7783.5,7237.0
O502555,2025-05-12,C100540,P1018,SKU2049,2,Web,Standard,3,Delivered,0.02,5118.82,102.38,5016.44,2679.66
O502556,2025-04-28,C100640,P1009,SKU2106,1,Web,Standard,1,Delivered,0.019,282.86,5.37,277.49,198.55
O502557,2025-08-20,C100094,P1013,SKU2025,1,Mobile,Standard,4,Delivered,0.018,1879.26,33.83,1845.43,1148.13
O502558,2024-12-08,C100365,P1011,SKU2006,1,Mobile,Standard,3,Delivered,0.088,3947.91,347.42,3600.49,1114.16
O502559,2025-08-02,C100366,P1019,SKU2051,2,Web,Express,5,Delivered,0.032,4774.04,152.77,4621.27,4109.32
O502560,2024-09-16,C100214,P1004,SKU2113,4,Marketplace,Standard,3,Delivered,0.101,6068.0,612.87,5455.13,4003.92
O502561,2024-12-25,C100677,P1002,SKU2007,5,Marketplace,Standard,3,Delivered,0.189,11915.85,2252.1,9663.75,9644.25
O502562,2024-12-31,C100150,P1010,SKU2096,3,Web,Standard,3,Delivered,0.075,10278.69,770.9,9507.79,4967.64
O502563,2025-05-29,C100057,P1002,SKU2000,5,Web,Standard,5,Delivered,0.12,10630.8,1275.7,9355.1,6764.85
O502564,2025-03-28,C100187,P1006,SKU2066,4,Marketplace,Standard,3,Delivered,0.032,11675.88,373.63,11302.25,9383.12
O502565,2024-02-27,C100791,P1016,SKU2054,1,B2B,Express,3,Delivered,0.175,4146.74,725.68,3421.06,2327.52
O502566,2025-08-14,C100090,P1020,SKU2019,4,B2B,Standard,2,Delivered,0.079,13946.76,1101.79,12844.97,6103.64
O502567,2025-07-08,C100464,P1017,SKU2089,2,Mobile,Standard,1,Delivered,0.034,5850.68,198.92,5651.76,4502.04
O502568,2024-03-17,C100146,P1007,SKU2021,5,B2B,Standard,2,Delivered,0.239,11301.35,2701.02,8600.33,1449.05
O502569,2025-12-04,C100315,P1020,SKU2052,5,Web,Standard,5,Delivered,0.192,12758.05,2449.55,10308.5,7406.0
O502570,2025-04-27,C100441,P1010,SKU2066,1,Web,Standard,7,Delivered,0.163,2918.97,475.79,2443.18,2345.78
O502571,2024-03-03,C100015,P1004,SKU2062,1,Web,Standard,5,Delivered,0.181,3075.18,556.61,2518.57,1305.0
O502572,2024-12-25,C100192,P1018,SKU2003,3,Mobile,Standard,3,Delivered,0.106,7042.92,746.55,6296.37,5770.95
O502573,2025-09-03,C100469,P1012,SKU2053,4,Web,Standard,4,Cancelled,0.075,9699.28,727.45,8971.83,2781.8
O502574,2024-07-23,C100011,P1009,SKU2078,3,Mobile,Standard,2,Delivered,0.125,6693.3,836.66,5856.64,3695.46
O502575,2025-11-13,C100395,P1016,SKU2063,1,Web,Express,2,In-Transit,0.206,2025.45,417.24,1608.21,683.47
O502576,2024-11-01,C100482,P1018,SKU2087,4,Mobile,Standard,2,Delivered,0.241,11733.16,2827.69,8905.47,4278.4
O502577,2024-06-14,C100172,P1005,SKU2093,4,Marketplace,Standard,4,In-Transit,0.151,1714.4,258.87,1455.53,579.76
O502578,2024-09-17,C100129,P1002,SKU2021,5,Marketplace,Standard,3,Delivered,0.094,11301.35,1062.33,10239.02,1449.05
O502579,2025-01-18,C100392,P1012,SKU2096,2,Mobile,Express,2,In-Transit,0.18,6852.46,1233.44,5619.02,3311.76
O502580,2025-05-18,C100574,P1001,SKU2107,1,Web,Standard,3,In-Transit,0.174,1952.38,339.71,1612.67,953.75
O502581,2025-11-09,C100010,P1015,SKU2100,4,Web,Express,7,Delivered,0.062,12793.84,793.22,12000.62,8787.4
O502582,2024-05-22,C100270,P1010,SKU2102,4,Mobile,Express,3,In-Transit,0.109,8170.36,890.57,7279.79,3337.56
O502583,2025-12-02,C100799,P1005,SKU2025,3,Web,Express,3,Delivered,0.034,5637.78,191.68,5446.1,3444.39
O502584,2025-01-20,C100268,P1014,SKU2078,4,Marketplace,Standard,3,Delivered,0.101,8924.4,901.36,8023.04,4927.28
O502585,2024-04-03,C100265,P1009,SKU2054,1,B2B,Standard,1,Delivered,0.191,4146.74,792.03,3354.71,2327.52
O502586,2025-11-08,C100590,P1009,SKU2118,1,Web,Standard,2,Delivered,0.078,2876.03,224.33,2651.7,1489.42
O502587,2024-09-12,C100384,P1005,SKU2099,3,Web,Express,3,Delivered,0.158,8089.71,1278.17,6811.54,5651.58
O502588,2025-03-29,C100313,P1016,SKU2019,5,Web,Express,3,Delivered,0.082,17433.45,1429.54,16003.91,7629.55
O502589,2025-05-25,C100627,P1022,SKU2113,3,Marketplace,Standard,7,Delivered,0.037,4551.0,168.39,4382.61,3002.94
O502590,2024-01-10,C100024,P1015,SKU2083,4,Web,Standard,3,Delivered,0.185,12765.88,2361.69,10404.19,9485.44
O502591,2024-06-10,C100570,P1005,SKU2065,5,Marketplace,Standard,3,Delivered,0.147,3404.0,500.39,2903.61,1703.8
O502592,2025-05-16,C100304,P1020,SKU2053,2,Mobile,Express,3,Delivered,0.206,4849.64,999.03,3850.61,1390.9
O502593,2024-08-25,C100710,P1003,SKU2059,3,Mobile,Standard,2,Delivered,0.17,7850.4,1334.57,6515.83,4544.25
O502594,2024-01-07,C100579,P1007,SKU2092,4,Marketplace,Standard,3,Delivered,0.204,13421.12,2737.91,10683.21,858.12
O502595,2024-01-18,C100753,P1000,SKU2091,1,Web,Standard,5,Delivered,0.039,3461.19,134.99,3326.2,1777.92
O502596,2025-08-27,C100103,P1021,SKU2066,3,Marketplace,Standard,4,Cancelled,0.154,8756.91,1348.56,7408.35,7037.34
O502597,2024-04-22,C100151,P1001,SKU2119,3,Web,Express,1,Delivered,0.092,13743.96,1264.44,12479.52,7251.6
O502598,2024-03-14,C100722,P1013,SKU2027,2,Marketplace,Standard,5,In-Transit,0.187,3598.9,672.99,2925.91,2024.4
O502599,2025-02-15,C100312,P1004,SKU2051,2,B2B,Standard,3,Delivered,0.145,4774.04,692.24,4081.8,4109.32
O502600,2024-03-27,C100652,P1005,SKU2071,3,Web,Standard,1,Delivered,0.014,6210.24,86.94,6123.3,5427.75
O502601,2025-04-22,C100549,P1015,SKU2019,5,Mobile,Standard,7,Returned,0.133,17433.45,2318.65,15114.8,7629.55
O502602,2025-02-01,C100399,P1020,SKU2059,3,Mobile,Standard,5,Delivered,0.186,7850.4,1460.17,6390.23,4544.25
O502603,2025-04-19,C100036,P1000,SKU2100,5,Web,Standard,3,Delivered,0.066,15992.3,1055.49,14936.81,10984.25
O502604,2024-12-25,C100059,P1003,SKU2081,4,Mobile,Standard,4,Delivered,0.164,13933.96,2285.17,11648.79,1317.4
O502605,2025-07-22,C100573,P1007,SKU2085,1,Web,Standard,4,Delivered,0.21,1735.12,364.38,1370.74,920.15
O502606,2025-04-16,C100077,P1023,SKU2019,5,Marketplace,Express,7,Delivered,0.016,17433.45,278.94,17154.51,7629.55
O502607,2024-10-30,C100003,P1001,SKU2017,3,Mobile,Standard,2,Delivered,0.145,9113.76,1321.5,7792.26,5810.88
O502608,2024-01-12,C100175,P1004,SKU2053,3,Mobile,Standard,2,Delivered,0.222,7274.46,1614.93,5659.53,2086.35
O502609,2024-07-18,C100731,P1010,SKU2038,4,Marketplace,Express,4,Delivered,0.032,5143.6,164.6,4979.0,1687.64
O502610,2024-04-06,C100501,P1008,SKU2001,1,Marketplace,Express,1,Delivered,0.067,3646.41,244.31,3402.1,820.72
O502611,2024-01-12,C100574,P1001,SKU2066,2,Web,Standard,5,Delivered,0.156,5837.94,910.72,4927.22,4691.56
O502612,2024-07-18,C100521,P1013,SKU2090,4,Web,Standard,2,Delivered,0.146,4722.68,689.51,4033.17,2682.4
O502613,2024-05-31,C100452,P1015,SKU2087,4,Web,Standard,5,Delivered,0.198,11733.16,2323.17,9409.99,4278.4
O502614,2024-02-26,C100205,P1004,SKU2012,2,Marketplace,Standard,2,Delivered,0.157,5669.94,890.18,4779.76,4971.92
O502615,2024-08-16,C100343,P1017,SKU2093,3,Mobile,Standard,5,Delivered,0.144,1285.8,185.16,1100.64,434.82
O502616,2025-01-05,C100435,P1001,SKU2045,4,Web,Standard,2,Delivered,0.113,15198.36,1717.41,13480.95,7890.28
O502617,2024-05-10,C100790,P1018,SKU2018,3,Mobile,Express,2,Delivered,0.02,10147.26,202.95,9944.31,6024.3
O502618,2024-07-18,C100719,P1006,SKU2056,3,Mobile,Standard,1,Delivered,0.148,7500.21,1110.03,6390.18,4294.38
O502619,2024-01-15,C100589,P1005,SKU2026,3,Mobile,Express,4,Delivered,0.039,3806.13,148.44,3657.69,2099.31
O502620,2024-02-06,C100650,P1004,SKU2080,2,Mobile,Express,2,Delivered,0.249,5567.74,1386.37,4181.37,530.02
O502621,2024-04-25,C100645,P1021,SKU2089,3,Web,Express,3,Delivered,0.02,8776.02,175.52,8600.5,6753.06
O502622,2024-11-27,C100534,P1012,SKU2087,4,Web,Standard,5,Delivered,0.019,11733.16,222.93,11510.23,4278.4
O502623,2025-05-01,C100660,P1017,SKU2013,4,Marketplace,Standard,3,Delivered,0.197,13737.28,2706.24,11031.04,7746.88
O502624,2025-07-30,C100058,P1005,SKU2041,4,Mobile,Express,2,Delivered,0.025,11742.6,293.56,11449.04,4251.4
O502625,2025-04-05,C100017,P1001,SKU2059,3,Mobile,Standard,4,Delivered,0.101,7850.4,792.89,7057.51,4544.25
O502626,2025-03-26,C100355,P1000,SKU2118,4,Web,Standard,2,Delivered,0.232,11504.12,2668.96,8835.16,5957.68
O502627,2025-11-14,C100043,P1011,SKU2065,4,B2B,Standard,4,Delivered,0.197,2723.2,536.47,2186.73,1363.04
O502628,2024-07-05,C100271,P1008,SKU2078,2,Web,Standard,3,Delivered,0.058,4462.2,258.81,4203.39,2463.64
O502629,2025-08-06,C100158,P1019,SKU2040,3,Mobile,Standard,7,Returned,0.063,5155.47,324.79,4830.68,4308.57
O502630,2025-11-15,C100766,P1019,SKU2035,4,Marketplace,Express,2,Cancelled,0.148,15562.08,2303.19,13258.89,4293.88
O502631,2025-02-19,C100524,P1007,SKU2095,4,Web,Standard,3,In-Transit,0.122,5289.28,645.29,4643.99,3522.36
O502632,2025-09-06,C100033,P1010,SKU2100,3,Web,Standard,5,Cancelled,0.029,9595.38,278.27,9317.11,6590.55
O502633,2024-04-10,C100499,P1009,SKU2006,2,Marketplace,Standard,4,Delivered,0.04,7895.82,315.83,7579.99,2228.32
O502634,2025-10-04,C100585,P1016,SKU2064,5,Mobile,Express,2,Delivered,0.201,18417.2,3701.86,14715.34,8370.8
O502635,2025-02-16,C100260,P1015,SKU2093,3,B2B,Standard,1,Delivered,0.086,1285.8,110.58,1175.22,434.82
O502636,2024-06-10,C100706,P1016,SKU2018,3,Marketplace,Standard,4,In-Transit,0.2,10147.26,2029.45,8117.81,6024.3
O502637,2024-02-15,C100778,P1001,SKU2077,3,B2B,Express,4,Delivered,0.047,11008.89,517.42,10491.47,6563.1
O502638,2025-06-10,C100784,P1008,SKU2056,4,Mobile,Standard,2,Delivered,0.15,10000.28,1500.04,8500.24,5725.84
O502639,2024-11-10,C100074,P1024,SKU2060,2,Mobile,Standard,5,Delivered,0.126,8037.14,1012.68,7024.46,4097.92
O502640,2024-08-14,C100359,P1008,SKU2071,5,B2B,Express,2,In-Transit,0.082,10350.4,848.73,9501.67,9046.25
O502641,2024-10-12,C100621,P1004,SKU2104,1,Marketplace,Express,7,Delivered,0.152,2663.47,404.85,2258.62,1366.07
O502642,2025-12-25,C100354,P1004,SKU2010,1,Web,Standard,4,In-Transit,0.031,4155.44,128.82,4026.62,2326.64
O502643,2024-11-08,C100384,P1000,SKU2024,3,Mobile,Express,4,Delivered,0.214,7865.16,1683.14,6182.02,462.06
O502644,2024-02-27,C100262,P1019,SKU2041,5,Web,Express,4,Delivered,0.186,14678.25,2730.15,11948.1,5314.25
O502645,2024-07-23,C100335,P1000,SKU2096,1,B2B,Express,1,Delivered,0.072,3426.23,246.69,3179.54,1655.88
O502646,2024-04-16,C100555,P1014,SKU2071,4,Mobile,Standard,3,Delivered,0.145,8280.32,1200.65,7079.67,7237.0
O502647,2025-05-16,C100020,P1009,SKU2022,2,Mobile,Standard,5,Delivered,0.226,1855.56,419.36,1436.2,1452.02
O502648,2025-08-08,C100639,P1002,SKU2002,1,B2B,Standard,7,Delivered,0.106,3195.4,338.71,2856.69,1946.15
O502649,2025-09-06,C100582,P1022,SKU2118,2,Web,Standard,2,Delivered,0.091,5752.06,523.44,5228.62,2978.84
O502650,2025-04-07,C100110,P1018,SKU2016,4,Mobile,Standard,5,Delivered,0.2,9923.04,1984.61,7938.43,534.96
O502651,2025-07-15,C100617,P1020,SKU2003,4,Mobile,Standard,3,Delivered,0.0,9390.56,0.0,9390.56,7694.6
O502652,2024-11-01,C100417,P1023,SKU2048,5,Web,Standard,4,Delivered,0.172,9926.5,1707.36,8219.14,1990.75
O502653,2025-04-03,C100255,P1022,SKU2066,5,Web,Standard,5,Delivered,0.054,14594.85,788.12,13806.73,11728.9
O502654,2024-03-19,C100364,P1017,SKU2031,1,Mobile,Standard,2,Returned,0.174,3584.12,623.64,2960.48,2239.67
O502655,2025-01-28,C100413,P1013,SKU2020,5,Web,Express,2,Delivered,0.109,21408.4,2333.52,19074.88,10746.55
O502656,2025-02-11,C100168,P1017,SKU2010,1,B2B,Express,3,Delivered,0.005,4155.44,20.78,4134.66,2326.64
O502657,2024-01-23,C100485,P1011,SKU2048,5,Web,Standard,4,In-Transit,0.219,9926.5,2173.9,7752.6,1990.75
O502658,2025-02-04,C100503,P1004,SKU2114,4,Web,Standard,4,Delivered,0.137,8496.24,1163.98,7332.26,3584.76
O502659,2025-06-12,C100294,P1009,SKU2017,5,Web,Express,4,Delivered,0.078,15189.6,1184.79,14004.81,9684.8
O502660,2024-09-25,C100368,P1011,SKU2068,1,Mobile,Standard,7,Delivered,0.176,801.69,141.1,660.59,505.64
O502661,2025-02-02,C100492,P1001,SKU2023,1,Mobile,Standard,2,Delivered,0.124,3452.56,428.12,3024.44,1064.73
O502662,2024-07-28,C100402,P1021,SKU2080,5,B2B,Standard,7,In-Transit,0.009,13919.35,125.27,13794.08,1325.05
O502663,2024-07-16,C100347,P1022,SKU2007,2,Web,Express,2,Delivered,0.163,4766.34,776.91,3989.43,3857.7
O502664,2024-04-04,C100764,P1010,SKU2024,2,Web,Standard,7,Delivered,0.242,5243.44,1268.91,3974.53,308.04
O502665,2024-08-27,C100702,P1012,SKU2000,2,Web,Express,5,Delivered,0.055,4252.32,233.88,4018.44,2705.94
O502666,2025-08-10,C100303,P1021,SKU2077,1,Mobile,Standard,5,Delivered,0.216,3669.63,792.64,2876.99,2187.7
O502667,2025-11-14,C100574,P1011,SKU2086,1,Web,Standard,5,Delivered,0.155,1982.36,307.27,1675.09,1158.5
O502668,2025-04-09,C100648,P1017,SKU2020,1,Web,Standard,2,Delivered,0.019,4281.68,81.35,4200.33,2149.31
O502669,2025-04-01,C100088,P1012,SKU2054,5,Marketplace,Standard,4,Delivered,0.182,20733.7,3773.53,16960.17,11637.6
O502670,2025-03-24,C100473,P1006,SKU2035,1,Marketplace,Express,3,Delivered,0.11,3890.52,427.96,3462.56,1073.47
O502671,2024-12-13,C100639,P1019,SKU2005,5,Web,Standard,3,Delivered,0.198,20901.65,4138.53,16763.12,11219.95
O502672,2024-11-05,C100045,P1004,SKU2004,2,Mobile,Standard,3,Delivered,0.159,7306.5,1161.73,6144.77,4236.94
O502673,2025-03-29,C100270,P1005,SKU2112,4,Marketplace,Express,4,Delivered,0.001,11561.76,11.56,11550.2,6344.12
O502674,2025-07-27,C100638,P1017,SKU2077,2,Web,Standard,4,Delivered,0.032,7339.26,234.86,7104.4,4375.4
O502675,2024-10-29,C100748,P1017,SKU2079,5,Mobile,Standard,4,Delivered,0.088,19197.55,1689.38,17508.17,11548.9
O502676,2025-02-17,C100793,P1023,SKU2035,1,Web,Standard,2,Delivered,0.12,3890.52,466.86,3423.66,1073.47
O502677,2024-12-09,C100482,P1017,SKU2031,4,Mobile,Standard,3,Delivered,0.233,14336.48,3340.4,10996.08,8958.68
O502678,2024-07-27,C100034,P1000,SKU2095,5,Mobile,Express,5,Delivered,0.205,6611.6,1355.38,5256.22,4402.95
O502679,2024-07-31,C100022,P1021,SKU2052,3,Marketplace,Standard,4,Delivered,0.2,7654.83,1530.97,6123.86,4443.6
O502680,2024-02-27,C100648,P1010,SKU2012,3,Mobile,Standard,3,Delivered,0.135,8504.91,1148.16,7356.75,7457.88
O502681,2024-11-17,C100587,P1000,SKU2058,1,Marketplace,Standard,2,Delivered,0.023,788.37,18.13,770.24,194.18
O502682,2025-06-04,C100155,P1014,SKU2062,5,Web,Standard,5,Delivered,0.186,15375.9,2859.92,12515.98,6525.0
O502683,2025-05-16,C100104,P1004,SKU2068,5,Mobile,Express,2,Delivered,0.022,4008.45,88.19,3920.26,2528.2
O502684,2025-12-21,C100116,P1010,SKU2064,3,B2B,Standard,7,Returned,0.023,11050.32,254.16,10796.16,5022.48
O502685,2024-01-30,C100701,P1011,SKU2102,4,Mobile,Standard,3,In-Transit,0.064,8170.36,522.9,7647.46,3337.56
O502686,2025-07-10,C100611,P1001,SKU2029,4,Mobile,Express,4,Delivered,0.231,16095.0,3717.94,12377.06,8818.24
O502687,2025-08-04,C100758,P1021,SKU2070,2,Mobile,Standard,2,In-Transit,0.187,7890.48,1475.52,6414.96,2979.42
O502688,2024-11-15,C100090,P1012,SKU2106,1,B2B,Express,2,Delivered,0.019,282.86,5.37,277.49,198.55
O502689,2024-07-25,C100556,P1024,SKU2117,1,Mobile,Standard,2,Delivered,0.23,1277.48,293.82,983.66,978.23
O502690,2024-09-18,C100738,P1011,SKU2115,5,Mobile,Standard,3,Delivered,0.196,13330.7,2612.82,10717.88,6790.35
O502691,2025-05-13,C100426,P1014,SKU2087,4,Marketplace,Standard,4,Delivered,0.151,11733.16,1771.71,9961.45,4278.4
O502692,2025-09-22,C100619,P1020,SKU2012,1,B2B,Express,3,Cancelled,0.032,2834.97,90.72,2744.25,2485.96
O502693,2025-04-14,C100481,P1005,SKU2118,5,Marketplace,Standard,5,Returned,0.08,14380.15,1150.41,13229.74,7447.1
O502694,2025-01-10,C100005,P1022,SKU2003,5,Web,Express,2,Returned,0.075,11738.2,880.36,10857.84,9618.25
O502695,2025-04-22,C100343,P1004,SKU2066,3,Mobile,Express,7,Delivered,0.16,8756.91,1401.11,7355.8,7037.34
O502696,2024-02-21,C100209,P1024,SKU2053,3,Web,Standard,4,Delivered,0.147,7274.46,1069.35,6205.11,2086.35
O502697,2025-03-20,C100066,P1015,SKU2081,5,Mobile,Standard,3,Delivered,0.069,17417.45,1201.8,16215.65,1646.75
O502698,2024-01-31,C100476,P1012,SKU2093,5,Mobile,Express,3,Delivered,0.078,2143.0,167.15,1975.85,724.7
O502699,2025-12-02,C100743,P1005,SKU2088,2,Web,Standard,3,Delivered,0.13,2418.4,314.39,2104.01,1031.22
O502700,2025-10-12,C100043,P1014,SKU2027,3,Mobile,Express,5,Delivered,0.211,5398.35,1139.05,4259.3,3036.6
O502701,2025-01-06,C100263,P1013,SKU2090,5,Web,Standard,3,Delivered,0.032,5903.35,188.91,5714.44,3353.0
O502702,2024-09-30,C100535,P1024,SKU2090,5,Marketplace,Standard,4,Delivered,0.181,5903.35,1068.51,4834.84,3353.0
O502703,2025-06-19,C100250,P1020,SKU2002,4,Mobile,Standard,4,Delivered,0.249,12781.6,3182.62,9598.98,7784.6
O502704,2025-04-11,C100093,P1012,SKU2076,4,Web,Standard,7,Cancelled,0.187,8150.84,1524.21,6626.63,4662.44
O502705,2025-05-30,C100153,P1009,SKU2015,4,Mobile,Express,2,Delivered,0.11,10827.96,1191.08,9636.88,6631.04
O502706,2025-01-11,C100019,P1009,SKU2067,2,Marketplace,Standard,4,Returned,0.183,5749.46,1052.15,4697.31,4484.18
O502707,2024-06-21,C100793,P1009,SKU2027,5,Mobile,Express,3,Delivered,0.215,8997.25,1934.41,7062.84,5061.0
O502708,2024-02-23,C100393,P1000,SKU2043,2,Marketplace,Standard,3,Delivered,0.192,1576.08,302.61,1273.47,1357.94
O502709,2024-07-26,C100754,P1000,SKU2032,5,Marketplace,Express,3,Delivered,0.003,15378.5,46.14,15332.36,5468.15
O502710,2025-01-21,C100548,P1018,SKU2103,5,Web,Standard,3,Delivered,0.033,19786.2,652.94,19133.26,4762.2
O502711,2024-11-05,C100279,P1006,SKU2108,2,Web,Standard,3,Delivered,0.027,7108.86,191.94,6916.92,1347.3
O502712,2025-01-05,C100753,P1010,SKU2095,5,Web,Standard,2,In-Transit,0.008,6611.6,52.89,6558.71,4402.95
O502713,2024-07-21,C100208,P1017,SKU2086,5,Web,Standard,5,Delivered,0.179,9911.8,1774.21,8137.59,5792.5
O502714,2025-11-16,C100144,P1015,SKU2043,3,Mobile,Express,5,Cancelled,0.067,2364.12,158.4,2205.72,2036.91
O502715,2024-09-25,C100644,P1009,SKU2017,3,Web,Standard,2,Delivered,0.18,9113.76,1640.48,7473.28,5810.88
O502716,2025-09-10,C100442,P1018,SKU2068,3,Mobile,Standard,1,Delivered,0.167,2405.07,401.65,2003.42,1516.92
O502717,2024-10-12,C100338,P1003,SKU2051,1,Mobile,Express,3,Delivered,0.131,2387.02,312.7,2074.32,2054.66
O502718,2024-11-20,C100470,P1011,SKU2033,3,Mobile,Standard,4,Cancelled,0.015,3574.98,53.62,3521.36,2559.39
O502719,2025-03-17,C100774,P1002,SKU2029,4,B2B,Standard,4,Delivered,0.076,16095.0,1223.22,14871.78,8818.24
O502720,2024-07-11,C100224,P1013,SKU2019,3,Mobile,Standard,2,Returned,0.007,10460.07,73.22,10386.85,4577.73
O502721,2024-06-09,C100720,P1002,SKU2099,3,Web,Standard,3,Delivered,0.228,8089.71,1844.45,6245.26,5651.58
O502722,2024-10-04,C100728,P1023,SKU2038,3,Mobile,Standard,1,Delivered,0.077,3857.7,297.04,3560.66,1265.73
O502723,2025-08-10,C100607,P1016,SKU2110,3,Web,Standard,2,Delivered,0.024,8298.12,199.15,8098.97,1597.65
O502724,2024-04-15,C100125,P1006,SKU2080,5,Mobile,Express,3,Delivered,0.001,13919.35,13.92,13905.43,1325.05
O502725,2024-11-15,C100071,P1015,SKU2019,3,Mobile,Express,4,In-Transit,0.153,10460.07,1600.39,8859.68,4577.73
O502726,2025-05-06,C100096,P1008,SKU2007,2,B2B,Express,5,Delivered,0.155,4766.34,738.78,4027.56,3857.7
O502727,2025-05-31,C100561,P1012,SKU2049,1,Web,Standard,2,Delivered,0.249,2559.41,637.29,1922.12,1339.83
O502728,2024-11-13,C100319,P1004,SKU2009,5,Web,Standard,2,Delivered,0.072,11415.4,821.91,10593.49,4028.65
O502729,2024-02-29,C100789,P1012,SKU2114,1,Web,Standard,2,Delivered,0.012,2124.06,25.49,2098.57,896.19
O502730,2024-01-12,C100005,P1002,SKU2108,3,Mobile,Express,4,Delivered,0.195,10663.29,2079.34,8583.95,2020.95
O502731,2024-12-09,C100298,P1003,SKU2078,4,B2B,Standard,2,In-Transit,0.076,8924.4,678.25,8246.15,4927.28
O502732,2025-08-15,C100211,P1014,SKU2035,1,Mobile,Standard,5,Delivered,0.083,3890.52,322.91,3567.61,1073.47
O502733,2024-01-21,C100705,P1012,SKU2104,2,Mobile,Express,4,Returned,0.227,5326.94,1209.22,4117.72,2732.14
O502734,2025-10-10,C100096,P1007,SKU2077,4,Web,Standard,4,Delivered,0.144,14678.52,2113.71,12564.81,8750.8
