shipment_id,order_id,partner_id,pickup_date,delivery_date,promised_delivery_date,sla_breached,shipment_status
S703283,O503592,P1001,2024-07-09,2024-07-12,2024-07-10,True,Delivered
S703284,O503593,P1018,2024-02-18,2024-02-19,2024-02-21,False,Delivered
S703285,O503594,P1013,2024-05-22,2024-05-28,2024-05-24,True,Delivered
S703286,O503595,P1021,2024-02-25,2024-03-01,2024-02-27,True,Cancelled
S703287,O503596,P1021,2025-07-11,2025-07-18,2025-07-12,True,In-Transit
S703288,O503597,P1008,2025-03-08,2025-03-15,2025-03-09,True,Delivered
S703289,O503599,P1001,2025-08-16,2025-08-18,2025-08-17,True,Delivered
S703290,O503600,P1010,2024-10-27,2024-11-03,2024-10-30,True,Delivered
S703291,O503601,P1016,2024-10-23,2024-10-30,2024-10-24,True,Delivered
S703292,O503602,P1011,2024-06-02,2024-06-06,2024-06-01,True,Delivered
S703293,O503603,P1018,2024-11-23,2024-11-28,2024-11-26,True,Delivered
S703294,O503604,P1021,2024-05-08,2024-05-10,2024-05-09,True,Delivered
S703295,O503605,P1010,2025-03-06,2025-03-08,2025-03-11,False,In-Transit
S703296,O503606,P1006,2025-12-30,2026-01-02,2026-01-02,False,Delivered
S703297,O503607,P1014,2025-01-24,2025-01-27,2025-01-27,False,Delivered
S703298,O503608,P1021,2024-08-08,2024-08-13,2024-08-10,True,Delivered
S703299,O503609,P1024,2025-05-17,2025-05-24,2025-05-21,True,Delivered
S703300,O503610,P1020,2025-08-23,2025-08-30,2025-08-26,True,Delivered
S703301,O503611,P1006,2024-12-11,2024-12-14,2024-12-13,True,Delivered
S703302,O503613,P1014,2025-06-05,2025-06-10,2025-06-06,True,Delivered
S703303,O503614,P1010,2024-05-16,2024-05-18,2024-05-18,False,Delivered
S703304,O503615,P1015,2025-12-30,2026-01-05,2026-01-03,True,Delivered
S703305,O503616,P1023,2024-08-21,2024-08-26,2024-08-24,True,Delivered
S703306,O503617,P1013,2024-09-15,2024-09-22,2024-09-16,True,Delivered
S703307,O503618,P1008,2025-06-17,2025-06-19,2025-06-20,False,In-Transit
S703308,O503619,P1021,2024-01-09,2024-01-16,2024-01-14,True,Delivered
S703309,O503620,P1010,2024-05-30,2024-06-05,2024-05-31,True,In-Transit
S703310,O503621,P1015,2024-04-02,2024-04-07,2024-04-08,False,In-Transit
S703311,O503622,P1003,2024-10-13,2024-10-16,2024-10-15,True,Delivered
S703312,O503623,P1012,2025-02-10,2025-02-15,2025-02-11,True,Delivered
S703313,O503624,P1010,2024-05-12,2024-05-18,2024-05-12,True,Delivered
S703314,O503626,P1005,2025-07-20,2025-07-26,2025-07-23,True,Delivered
S703315,O503627,P1017,2025-11-18,2025-11-24,2025-11-22,True,Delivered
S703316,O503628,P1004,2024-01-11,2024-01-16,2024-01-13,True,Delivered-Returned
S703317,O503629,P1003,2025-04-05,2025-04-07,2025-04-07,False,Delivered
S703318,O503630,P1001,2024-01-21,2024-01-24,2024-01-21,True,Delivered
S703319,O503631,P1000,2025-01-15,2025-01-17,2025-01-18,False,Cancelled
S703320,O503632,P1010,2025-10-05,2025-10-11,2025-10-11,False,Delivered
S703321,O503633,P1012,2025-08-06,2025-08-15,2025-08-09,True,Delivered
S703322,O503634,P1015,2024-06-19,2024-06-22,2024-06-23,False,Delivered
S703323,O503635,P1014,2024-07-08,2024-07-10,2024-07-09,True,Delivered
S703324,O503637,P1024,2025-08-24,2025-08-27,2025-08-25,True,Delivered-Returned
S703325,O503638,P1006,2024-07-26,2024-07-31,2024-07-29,True,Delivered
S703326,O503639,P1017,2024-01-05,2024-01-07,2024-01-05,True,Delivered
S703327,O503640,P1001,2024-11-22,2024-11-25,2024-11-23,True,Delivered
S703328,O503642,P1009,2024-11-20,2024-11-21,2024-11-23,False,Delivered
S703329,O503643,P1008,2025-11-14,2025-11-19,2025-11-17,True,Delivered
S703330,O503644,P1003,2025-08-18,2025-08-23,2025-08-19,True,Delivered
S703331,O503645,P1012,2025-07-29,2025-08-02,2025-08-01,True,In-Transit
S703332,O503646,P1009,2024-01-15,2024-01-21,2024-01-18,True,Delivered
S703333,O503647,P1024,2025-09-18,2025-09-23,2025-09-19,True,Delivered
S703334,O503648,P1004,2025-07-08,2025-07-13,2025-07-13,False,Delivered
S703335,O503649,P1010,2024-10-19,2024-10-23,2024-10-19,True,In-Transit
S703336,O503650,P1022,2025-03-06,2025-03-10,2025-03-10,False,Delivered
S703337,O503651,P1020,2025-08-26,2025-08-29,2025-08-28,True,Cancelled
S703338,O503653,P1013,2025-02-07,2025-02-13,2025-02-10,True,Delivered
S703339,O503654,P1021,2024-01-31,2024-02-02,2024-02-02,False,Delivered
S703340,O503655,P1005,2025-03-30,2025-04-03,2025-04-04,False,Delivered-Returned
S703341,O503656,P1020,2025-05-12,2025-05-14,2025-05-17,False,Delivered
S703342,O503657,P1014,2024-02-15,2024-02-18,2024-02-18,False,Delivered
S703343,O503659,P1005,2024-05-27,2024-06-02,2024-06-03,False,Delivered-Returned
S703344,O503661,P1000,2025-02-06,2025-02-09,2025-02-11,False,In-Transit
S703345,O503663,P1005,2024-02-14,2024-02-22,2024-02-15,True,Delivered
S703346,O503664,P1009,2024-01-16,2024-01-22,2024-01-17,True,Delivered
S703347,O503665,P1004,2025-06-27,2025-06-29,2025-06-29,False,Delivered
S703348,O503666,P1011,2024-10-02,2024-10-09,2024-10-05,True,Delivered
S703349,O503667,P1009,2025-09-06,2025-09-13,2025-09-09,True,Delivered
S703350,O503668,P1004,2024-06-18,2024-06-25,2024-06-21,True,Delivered
S703351,O503669,P1022,2025-11-04,2025-11-07,2025-11-08,False,Delivered-Returned
S703352,O503670,P1018,2025-11-21,2025-11-24,2025-11-26,False,Delivered
S703353,O503671,P1009,2024-03-15,2024-03-19,2024-03-19,False,Delivered
S703354,O503672,P1001,2025-04-19,2025-04-26,2025-04-24,True,Delivered
S703355,O503673,P1021,2025-11-17,2025-11-23,2025-11-24,False,Delivered
S703356,O503674,P1017,2024-08-25,2024-08-27,2024-08-28,False,Delivered
S703357,O503675,P1013,2024-02-21,2024-02-25,2024-02-22,True,Delivered
S703358,O503676,P1015,2025-10-02,2025-10-06,2025-10-04,True,Delivered
S703359,O503677,P1000,2024-12-14,2024-12-18,2024-12-19,False,Delivered
S703360,O503678,P1011,2024-01-22,2024-01-24,2024-01-22,True,Delivered
S703361,O503679,P1004,2025-09-06,2025-09-09,2025-09-11,False,Delivered
S703362,O503680,P1016,2025-05-13,2025-05-18,2025-05-18,False,Delivered
S703363,O503681,P1023,2024-02-22,2024-02-25,2024-02-25,False,Delivered
S703364,O503682,P1013,2024-07-09,2024-07-13,2024-07-15,False,Delivered
S703365,O503683,P1015,2024-01-16,2024-01-23,2024-01-18,True,Delivered
S703366,O503684,P1016,2025-11-30,2025-12-03,2025-12-06,False,Delivered
S703367,O503685,P1023,2024-01-20,2024-01-30,2024-01-26,True,Delivered
S703368,O503686,P1000,2025-08-06,2025-08-12,2025-08-08,True,Delivered
S703369,O503687,P1007,2025-01-08,2025-01-14,2025-01-12,True,Delivered
S703370,O503688,P1006,2025-03-01,2025-03-05,2025-03-06,False,Delivered
S703371,O503689,P1017,2025-08-17,2025-08-25,2025-08-21,True,Delivered
S703372,O503690,P1011,2025-10-16,2025-10-17,2025-10-20,False,In-Transit
S703373,O503691,P1019,2024-04-05,2024-04-13,2024-04-07,True,Delivered
S703374,O503693,P1024,2024-04-01,2024-04-07,2024-04-08,False,Delivered
S703375,O503694,P1019,2025-05-13,2025-05-19,2025-05-16,True,Delivered
S703376,O503695,P1000,2025-02-19,2025-02-25,2025-02-21,True,Delivered
S703377,O503696,P1024,2024-03-03,2024-03-06,2024-03-05,True,Delivered
S703378,O503697,P1023,2024-06-20,2024-06-21,2024-06-23,False,Delivered
S703379,O503698,P1001,2025-01-27,2025-01-30,2025-02-03,False,Delivered
S703380,O503699,P1009,2025-06-17,2025-06-19,2025-06-21,False,Delivered
S703381,O503700,P1024,2024-09-10,2024-09-11,2024-09-09,True,Delivered
S703382,O503701,P1020,2025-11-27,2025-12-03,2025-11-26,True,Delivered
S703383,O503702,P1011,2025-12-28,2026-01-03,2025-12-29,True,Delivered
S703384,O503703,P1013,2025-07-15,2025-07-20,2025-07-18,True,Delivered
S703385,O503705,P1014,2025-10-04,2025-10-08,2025-10-10,False,Delivered
S703386,O503706,P1016,2025-06-17,2025-06-22,2025-06-17,True,Delivered
S703387,O503707,P1008,2025-01-14,2025-01-21,2025-01-17,True,Delivered
S703388,O503708,P1007,2024-11-22,2024-11-25,2024-11-27,False,In-Transit
S703389,O503709,P1020,2025-09-02,2025-09-09,2025-09-03,True,Delivered
S703390,O503711,P1006,2024-05-14,2024-05-20,2024-05-16,True,Delivered
S703391,O503712,P1009,2026-01-01,2026-01-03,2026-01-05,False,Delivered-Returned
S703392,O503713,P1012,2024-02-21,2024-02-24,2024-02-26,False,Delivered
S703393,O503714,P1006,2025-05-24,2025-05-31,2025-05-26,True,Delivered
S703394,O503715,P1014,2025-04-25,2025-04-30,2025-05-01,False,Cancelled
S703395,O503716,P1021,2025-03-05,2025-03-09,2025-03-06,True,In-Transit
S703396,O503717,P1018,2024-02-09,2024-02-12,2024-02-11,True,Delivered
S703397,O503718,P1005,2024-12-26,2025-01-02,2024-12-29,True,Delivered
S703398,O503719,P1011,2025-10-16,2025-10-22,2025-10-16,True,Delivered
S703399,O503720,P1013,2024-06-24,2024-06-26,2024-06-28,False,Delivered
S703400,O503721,P1017,2025-05-20,2025-05-23,2025-05-23,False,In-Transit
S703401,O503722,P1018,2025-09-20,2025-09-24,2025-09-23,True,Delivered-Returned
S703402,O503723,P1012,2025-11-28,2025-11-29,2025-12-01,False,Delivered-Returned
S703403,O503724,P1007,2025-01-12,2025-01-18,2025-01-15,True,Delivered
S703404,O503725,P1016,2024-08-18,2024-08-21,2024-08-20,True,In-Transit
S703405,O503726,P1003,2025-05-28,2025-06-01,2025-05-31,True,Delivered
S703406,O503727,P1016,2024-12-22,2024-12-29,2024-12-25,True,Delivered
S703407,O503728,P1022,2025-04-03,2025-04-06,2025-04-06,False,Delivered
S703408,O503730,P1010,2025-06-04,2025-06-09,2025-06-06,True,Delivered
S703409,O503731,P1020,2024-06-28,2024-07-04,2024-06-30,True,Delivered
S703410,O503733,P1013,2025-02-02,2025-02-05,2025-02-05,False,Delivered
S703411,O503736,P1019,2025-10-13,2025-10-17,2025-10-20,False,Delivered
S703412,O503737,P1016,2025-12-17,2025-12-25,2025-12-19,True,Delivered
S703413,O503738,P1013,2025-12-27,2025-12-31,2026-01-03,False,Delivered
S703414,O503739,P1001,2025-06-28,2025-07-05,2025-07-01,True,Delivered
S703415,O503741,P1005,2024-03-28,2024-03-31,2024-03-31,False,Cancelled
S703416,O503742,P1022,2024-10-10,2024-10-17,2024-10-13,True,Delivered
S703417,O503743,P1019,2024-12-15,2024-12-21,2024-12-18,True,Delivered
S703418,O503744,P1009,2025-07-24,2025-07-28,2025-07-31,False,Delivered
S703419,O503745,P1010,2025-03-06,2025-03-13,2025-03-08,True,Delivered
S703420,O503746,P1000,2024-11-18,2024-11-20,2024-11-19,True,In-Transit
S703421,O503747,P1012,2024-04-17,2024-04-21,2024-04-22,False,Delivered
S703422,O503748,P1001,2025-06-07,2025-06-13,2025-06-10,True,Delivered
S703423,O503749,P1024,2024-11-11,2024-11-14,2024-11-13,True,In-Transit
S703424,O503750,P1016,2024-01-29,2024-02-02,2024-01-29,True,Delivered
S703425,O503751,P1005,2024-07-27,2024-08-02,2024-07-29,True,Delivered
S703426,O503752,P1020,2025-10-06,2025-10-08,2025-10-09,False,Delivered
S703427,O503753,P1000,2024-03-27,2024-04-01,2024-03-28,True,Delivered
S703428,O503754,P1013,2024-10-25,2024-10-27,2024-10-26,True,Delivered
S703429,O503755,P1002,2025-01-09,2025-01-11,2025-01-10,True,Delivered
S703430,O503756,P1001,2024-03-03,2024-03-08,2024-03-06,True,Delivered
S703431,O503757,P1006,2024-05-03,2024-05-07,2024-05-08,False,In-Transit
S703432,O503758,P1007,2025-11-19,2025-11-22,2025-11-21,True,Delivered
S703433,O503759,P1018,2025-03-08,2025-03-12,2025-03-14,False,Delivered-Returned
S703434,O503760,P1022,2024-06-02,2024-06-07,2024-06-07,False,Delivered
S703435,O503761,P1019,2024-05-04,2024-05-06,2024-05-07,False,In-Transit
S703436,O503762,P1018,2024-11-07,2024-11-11,2024-11-09,True,Delivered
S703437,O503763,P1014,2025-06-13,2025-06-18,2025-06-15,True,Delivered
S703438,O503764,P1009,2025-06-17,2025-06-18,2025-06-24,False,Delivered-Returned
S703439,O503765,P1006,2024-05-22,2024-05-27,2024-05-25,True,Delivered
S703440,O503766,P1023,2025-06-16,2025-06-23,2025-06-17,True,Delivered-Returned
S703441,O503767,P1013,2025-10-17,2025-10-20,2025-10-19,True,Delivered
S703442,O503769,P1000,2024-01-22,2024-01-27,2024-01-27,False,Delivered-Returned
S703443,O503770,P1011,2025-12-02,2025-12-06,2025-12-08,False,Delivered
S703444,O503771,P1017,2025-01-17,2025-01-20,2025-01-19,True,Delivered
S703445,O503772,P1012,2025-07-21,2025-07-25,2025-07-25,False,Delivered
S703446,O503773,P1015,2024-08-21,2024-08-22,2024-08-25,False,Delivered
S703447,O503774,P1020,2024-08-07,2024-08-09,2024-08-09,False,Delivered
S703448,O503775,P1000,2024-06-14,2024-06-20,2024-06-17,True,Delivered
S703449,O503776,P1022,2024-06-09,2024-06-14,2024-06-12,True,Delivered
S703450,O503777,P1020,2024-12-10,2024-12-16,2024-12-15,True,Delivered
S703451,O503778,P1010,2024-03-19,2024-03-21,2024-03-21,False,In-Transit
S703452,O503779,P1019,2025-09-07,2025-09-15,2025-09-11,True,Delivered
S703453,O503780,P1001,2025-01-10,2025-01-15,2025-01-13,True,Delivered
S703454,O503781,P1007,2025-10-31,2025-11-05,2025-11-05,False,Delivered
S703455,O503782,P1002,2025-01-02,2025-01-11,2025-01-09,True,Delivered
S703456,O503783,P1015,2024-08-11,2024-08-14,2024-08-14,False,Delivered
S703457,O503784,P1021,2025-01-12,2025-01-17,2025-01-12,True,In-Transit
S703458,O503785,P1015,2024-04-23,2024-04-25,2024-04-26,False,Delivered
S703459,O503786,P1017,2025-08-27,2025-09-01,2025-08-27,True,Delivered
S703460,O503787,P1003,2025-06-10,2025-06-20,2025-06-15,True,Delivered
S703461,O503789,P1004,2025-03-02,2025-03-07,2025-03-04,True,Delivered
S703462,O503790,P1013,2025-01-29,2025-02-05,2025-01-31,True,Delivered
S703463,O503792,P1021,2024-03-30,2024-04-01,2024-04-06,False,Delivered
S703464,O503794,P1014,2024-07-13,2024-07-16,2024-07-15,True,Delivered
S703465,O503795,P1014,2025-01-14,2025-01-21,2025-01-17,True,Delivered-Returned
S703466,O503796,P1010,2024-07-02,2024-07-03,2024-07-04,False,Delivered
S703467,O503797,P1014,2025-04-22,2025-04-24,2025-04-23,True,Delivered
S703468,O503798,P1016,2024-02-05,2024-02-11,2024-02-08,True,Delivered
S703469,O503799,P1016,2024-09-19,2024-09-22,2024-09-23,False,In-Transit
S703470,O503801,P1011,2024-11-17,2024-11-23,2024-11-20,True,In-Transit
S703471,O503802,P1004,2025-03-25,2025-04-01,2025-03-30,True,Delivered
S703472,O503803,P1001,2024-05-12,2024-05-19,2024-05-16,True,Delivered
S703473,O503804,P1010,2024-11-19,2024-11-22,2024-11-21,True,Delivered
S703474,O503805,P1009,2025-07-09,2025-07-12,2025-07-10,True,Delivered
S703475,O503806,P1015,2024-08-31,2024-09-02,2024-09-03,False,Delivered
S703476,O503807,P1022,2024-04-26,2024-04-29,2024-04-26,True,In-Transit
S703477,O503809,P1020,2025-07-24,2025-07-28,2025-07-29,False,Delivered
S703478,O503810,P1014,2025-05-14,2025-05-21,2025-05-19,True,Delivered
S703479,O503811,P1023,2025-08-07,2025-08-10,2025-08-10,False,Delivered
S703480,O503812,P1023,2025-07-25,2025-07-28,2025-07-27,True,In-Transit
S703481,O503813,P1003,2025-07-01,2025-07-03,2025-07-02,True,In-Transit
S703482,O503815,P1012,2024-01-15,2024-01-20,2024-01-17,True,Delivered
S703483,O503816,P1024,2025-03-12,2025-03-14,2025-03-19,False,In-Transit
S703484,O503817,P1014,2024-07-20,2024-07-24,2024-07-23,True,Delivered
S703485,O503818,P1000,2025-07-20,2025-07-25,2025-07-22,True,Delivered
S703486,O503820,P1003,2025-10-23,2025-10-26,2025-10-24,True,Delivered
S703487,O503821,P1005,2025-03-13,2025-03-18,2025-03-14,True,Delivered
S703488,O503822,P1002,2025-02-08,2025-02-14,2025-02-09,True,Delivered
S703489,O503823,P1019,2025-11-04,2025-11-11,2025-11-04,True,Delivered-Returned
S703490,O503824,P1012,2024-12-15,2024-12-18,2024-12-20,False,In-Transit
S703491,O503825,P1016,2024-10-01,2024-10-08,2024-10-02,True,Delivered-Returned
S703492,O503826,P1024,2024-09-29,2024-10-04,2024-10-02,True,Delivered
S703493,O503827,P1016,2025-10-03,2025-10-10,2025-10-04,True,Delivered
S703494,O503828,P1011,2025-07-06,2025-07-11,2025-07-09,True,Delivered
S703495,O503830,P1018,2024-12-26,2025-01-01,2024-12-31,True,Delivered
S703496,O503832,P1018,2025-04-19,2025-04-26,2025-04-21,True,In-Transit
S703497,O503833,P1000,2024-02-08,2024-02-15,2024-02-11,True,Delivered
S703498,O503834,P1004,2025-06-08,2025-06-16,2025-06-13,True,Delivered
S703499,O503835,P1003,2025-06-26,2025-07-02,2025-06-28,True,Delivered
S703500,O503836,P1017,2024-06-16,2024-06-19,2024-06-19,False,Delivered
S703501,O503837,P1012,2024-04-22,2024-04-26,2024-04-25,True,Delivered
S703502,O503838,P1007,2025-04-04,2025-04-11,2025-04-08,True,Delivered
S703503,O503839,P1007,2024-07-06,2024-07-08,2024-07-13,False,Cancelled
S703504,O503840,P1015,2025-11-21,2025-11-22,2025-11-23,False,Delivered
S703505,O503841,P1024,2025-07-21,2025-07-27,2025-07-24,True,Delivered
S703506,O503842,P1024,2025-12-01,2025-12-06,2025-12-03,True,Delivered
S703507,O503843,P1011,2025-01-26,2025-02-02,2025-01-30,True,Delivered-Returned
S703508,O503844,P1016,2025-11-18,2025-11-21,2025-11-21,False,Delivered
S703509,O503845,P1002,2024-01-11,2024-01-16,2024-01-16,False,Delivered
S703510,O503846,P1023,2024-07-30,2024-08-02,2024-08-02,False,Delivered
S703511,O503848,P1008,2025-05-11,2025-05-12,2025-05-12,False,Delivered
S703512,O503849,P1018,2025-01-09,2025-01-12,2025-01-12,False,Delivered
S703513,O503851,P1004,2024-08-10,2024-08-16,2024-08-12,True,Delivered
S703514,O503852,P1016,2025-04-17,2025-04-20,2025-04-19,True,In-Transit
S703515,O503853,P1004,2024-05-12,2024-05-19,2024-05-14,True,Delivered
S703516,O503854,P1001,2025-01-12,2025-01-17,2025-01-15,True,Delivered
S703517,O503855,P1010,2025-03-24,2025-03-29,2025-03-26,True,Delivered
S703518,O503856,P1014,2024-06-25,2024-06-29,2024-06-26,True,Delivered
S703519,O503857,P1006,2024-06-15,2024-06-21,2024-06-20,True,Delivered
S703520,O503858,P1024,2024-09-16,2024-09-18,2024-09-16,True,Delivered
S703521,O503859,P1015,2025-03-08,2025-03-12,2025-03-12,False,Delivered
S703522,O503860,P1010,2024-07-06,2024-07-11,2024-07-05,True,Delivered
S703523,O503861,P1012,2024-10-04,2024-10-11,2024-10-06,True,Delivered
S703524,O503862,P1011,2025-02-02,2025-02-08,2025-02-03,True,Delivered
S703525,O503863,P1002,2024-05-16,2024-05-18,2024-05-19,False,Delivered
S703526,O503864,P1015,2025-02-20,2025-02-23,2025-02-26,False,Delivered
S703527,O503865,P1019,2024-04-10,2024-04-14,2024-04-13,True,Delivered
S703528,O503866,P1010,2024-04-16,2024-04-19,2024-04-17,True,Cancelled
S703529,O503867,P1010,2024-06-23,2024-06-27,2024-06-27,False,Delivered
S703530,O503868,P1022,2024-07-28,2024-08-05,2024-07-31,True,Delivered
S703531,O503869,P1015,2024-01-22,2024-01-25,2024-01-26,False,Delivered
S703532,O503870,P1007,2025-12-05,2025-12-12,2025-12-07,True,Delivered
S703533,O503871,P1000,2024-08-13,2024-08-20,2024-08-18,True,Delivered
S703534,O503872,P1020,2025-08-12,2025-08-19,2025-08-13,True,Delivered
S703535,O503873,P1015,2025-10-23,2025-10-27,2025-10-25,True,Delivered
S703536,O503874,P1015,2025-08-10,2025-08-16,2025-08-09,True,Delivered
S703537,O503875,P1007,2025-08-30,2025-09-05,2025-09-02,True,Delivered
S703538,O503876,P1004,2024-03-16,2024-03-24,2024-03-17,True,Delivered
S703539,O503877,P1012,2024-09-30,2024-10-03,2024-10-03,False,Delivered
S703540,O503878,P1018,2025-06-30,2025-07-05,2025-07-03,True,Delivered
S703541,O503879,P1007,2025-02-24,2025-03-02,2025-02-28,True,Delivered
S703542,O503880,P1013,2024-01-07,2024-01-11,2024-01-07,True,Delivered
S703543,O503881,P1024,2025-02-20,2025-02-27,2025-02-21,True,Delivered
S703544,O503882,P1005,2025-08-11,2025-08-17,2025-08-14,True,Delivered
S703545,O503883,P1005,2025-08-29,2025-09-02,2025-08-30,True,Delivered
S703546,O503884,P1005,2024-10-09,2024-10-15,2024-10-10,True,Delivered
S703547,O503885,P1022,2024-06-22,2024-06-28,2024-06-24,True,Delivered-Returned
S703548,O503887,P1022,2024-08-05,2024-08-09,2024-08-09,False,Delivered
S703549,O503888,P1023,2024-09-10,2024-09-12,2024-09-14,False,In-Transit
S703550,O503889,P1010,2024-08-08,2024-08-14,2024-08-13,True,Delivered
S703551,O503890,P1001,2024-11-30,2024-12-02,2024-12-05,False,Delivered
S703552,O503891,P1007,2024-01-31,2024-02-07,2024-02-01,True,Delivered
S703553,O503892,P1013,2024-07-22,2024-07-30,2024-07-27,True,Delivered
S703554,O503893,P1009,2024-08-20,2024-08-22,2024-08-22,False,Delivered
S703555,O503894,P1000,2024-04-22,2024-04-25,2024-04-27,False,Delivered
S703556,O503896,P1007,2025-05-09,2025-05-11,2025-05-13,False,Delivered
S703557,O503897,P1015,2025-10-29,2025-10-31,2025-10-31,False,Delivered
S703558,O503898,P1023,2025-02-14,2025-02-18,2025-02-17,True,Delivered
S703559,O503899,P1013,2024-03-23,2024-04-01,2024-03-24,True,Delivered
S703560,O503901,P1000,2024-12-01,2024-12-07,2024-12-01,True,In-Transit
S703561,O503902,P1017,2025-05-15,2025-05-18,2025-05-18,False,Cancelled
S703562,O503903,P1021,2024-10-06,2024-10-09,2024-10-08,True,Delivered
S703563,O503904,P1022,2024-12-27,2025-01-04,2024-12-30,True,Delivered
S703564,O503905,P1002,2024-12-23,2024-12-26,2024-12-27,False,Delivered
S703565,O503906,P1005,2024-07-28,2024-08-06,2024-08-01,True,Delivered
S703566,O503907,P1001,2025-02-10,2025-02-17,2025-02-10,True,Cancelled
S703567,O503908,P1022,2025-06-21,2025-06-23,2025-06-23,False,Delivered-Returned
S703568,O503909,P1006,2024-01-16,2024-01-19,2024-01-18,True,Delivered
S703569,O503910,P1013,2024-04-07,2024-04-15,2024-04-09,True,Delivered
S703570,O503911,P1011,2025-09-07,2025-09-16,2025-09-10,True,Delivered
S703571,O503912,P1017,2025-02-21,2025-02-22,2025-02-22,False,Delivered
S703572,O503913,P1022,2025-12-14,2025-12-16,2025-12-14,True,Delivered
S703573,O503914,P1008,2025-03-20,2025-03-26,2025-03-21,True,Delivered
S703574,O503915,P1019,2025-04-24,2025-05-01,2025-04-23,True,Delivered
S703575,O503916,P1007,2025-10-19,2025-10-21,2025-10-23,False,Delivered
S703576,O503917,P1004,2025-04-27,2025-05-03,2025-05-02,True,Delivered
S703577,O503918,P1002,2024-08-29,2024-09-01,2024-08-30,True,Delivered
S703578,O503919,P1009,2025-01-20,2025-01-24,2025-01-23,True,Cancelled
S703579,O503920,P1014,2024-06-22,2024-06-25,2024-06-26,False,Delivered
S703580,O503921,P1019,2024-09-02,2024-09-07,2024-09-06,True,Delivered
S703581,O503922,P1021,2025-05-14,2025-05-17,2025-05-17,False,Cancelled
S703582,O503923,P1013,2024-04-20,2024-04-22,2024-04-20,True,Delivered
S703583,O503924,P1010,2025-05-07,2025-05-12,2025-05-09,True,Cancelled
S703584,O503925,P1004,2025-03-03,2025-03-11,2025-03-09,True,Delivered
S703585,O503926,P1022,2024-08-14,2024-08-17,2024-08-15,True,Delivered
S703586,O503927,P1009,2024-02-03,2024-02-10,2024-02-04,True,Delivered
S703587,O503928,P1019,2025-06-01,2025-06-07,2025-06-02,True,Delivered
S703588,O503929,P1015,2025-08-25,2025-08-29,2025-08-27,True,Cancelled
S703589,O503930,P1023,2025-06-19,2025-06-24,2025-06-20,True,Delivered
S703590,O503931,P1024,2024-11-03,2024-11-09,2024-11-07,True,Delivered
S703591,O503933,P1016,2024-10-31,2024-11-03,2024-11-01,True,Delivered
S703592,O503934,P1003,2024-09-19,2024-09-22,2024-09-21,True,Delivered
S703593,O503935,P1000,2024-08-28,2024-08-31,2024-09-01,False,Delivered
S703594,O503936,P1013,2024-06-03,2024-06-07,2024-06-08,False,Delivered
S703595,O503937,P1017,2025-12-11,2025-12-16,2025-12-10,True,Delivered
S703596,O503938,P1018,2025-05-04,2025-05-10,2025-05-03,True,Delivered
S703597,O503939,P1006,2024-05-09,2024-05-14,2024-05-14,False,Delivered
S703598,O503940,P1012,2025-09-26,2025-09-28,2025-09-26,True,Delivered
S703599,O503941,P1021,2024-04-21,2024-04-24,2024-04-23,True,Delivered
S703600,O503942,P1002,2025-03-09,2025-03-16,2025-03-11,True,Delivered
S703601,O503944,P1023,2024-09-22,2024-09-25,2024-09-26,False,Delivered
S703602,O503945,P1004,2025-04-28,2025-05-05,2025-04-27,True,Delivered
S703603,O503946,P1007,2025-12-31,2026-01-02,2026-01-03,False,Delivered
S703604,O503948,P1017,2025-10-17,2025-10-21,2025-10-19,True,Delivered
S703605,O503949,P1006,2024-06-22,2024-06-25,2024-06-26,False,Delivered
S703606,O503950,P1019,2024-03-10,2024-03-14,2024-03-10,True,Delivered
S703607,O503951,P1005,2025-10-25,2025-10-30,2025-10-27,True,Delivered
S703608,O503953,P1014,2024-07-22,2024-07-24,2024-07-24,False,Delivered
S703609,O503954,P1000,2024-01-16,2024-01-20,2024-01-17,True,Delivered
S703610,O503955,P1019,2025-04-20,2025-04-25,2025-04-22,True,Delivered
S703611,O503956,P1016,2024-02-25,2024-03-03,2024-02-28,True,Delivered
S703612,O503957,P1020,2024-02-01,2024-02-07,2024-02-01,True,Delivered
S703613,O503958,P1006,2025-11-17,2025-11-21,2025-11-19,True,Delivered
S703614,O503959,P1009,2024-12-30,2025-01-02,2025-01-01,True,Delivered
S703615,O503960,P1022,2024-03-22,2024-03-29,2024-03-26,True,Delivered
S703616,O503961,P1001,2025-04-23,2025-04-26,2025-04-26,False,Delivered
S703617,O503962,P1012,2024-09-28,2024-10-02,2024-09-30,True,Delivered
S703618,O503963,P1012,2025-01-27,2025-01-29,2025-02-03,False,Delivered
S703619,O503964,P1011,2025-10-21,2025-10-24,2025-10-26,False,Cancelled
S703620,O503965,P1010,2024-06-22,2024-06-24,2024-06-26,False,In-Transit
S703621,O503966,P1018,2025-04-18,2025-04-20,2025-04-20,False,In-Transit
S703622,O503967,P1004,2025-08-29,2025-09-03,2025-09-02,True,Delivered
S703623,O503968,P1022,2024-11-06,2024-11-12,2024-11-12,False,Delivered
S703624,O503969,P1022,2025-12-11,2025-12-14,2025-12-12,True,Delivered
S703625,O503970,P1004,2024-11-25,2024-11-28,2024-11-26,True,Delivered
S703626,O503971,P1024,2024-12-01,2024-12-03,2024-12-02,True,Cancelled
S703627,O503972,P1006,2025-10-09,2025-10-14,2025-10-15,False,Delivered
