invoice_id,order_id,customer_id,partner_id,invoice_date,due_date,invoice_amount,invoice_status
INV901620,O502749,C100732,P1023,2024-12-17,2025-01-27,4808.37,Open
INV901621,O502751,C100185,P1001,2024-09-30,2024-11-05,1518.21,Overdue
INV901622,O502754,C100659,P1008,2024-05-05,2024-06-10,1173.68,Disputed
INV901623,O502755,C100079,P1016,2024-03-28,2024-04-13,11336.45,Open
INV901624,O502757,C100531,P1006,2024-03-31,2024-05-15,6825.16,Paid
INV901625,O502758,C100708,P1017,2025-03-03,2025-03-18,7187.53,Open
INV901626,O502759,C100772,P1005,2026-01-10,2026-01-31,11989.84,Open
INV901627,O502762,C100282,P1003,2024-06-04,2024-06-27,14314.15,Paid
INV901628,O502763,C100719,P1020,2024-01-10,2024-02-05,5274.65,Disputed
INV901629,O502765,C100792,P1021,2025-11-27,2025-12-27,17539.87,Open
INV901630,O502766,C100763,P1013,2024-04-14,2024-05-10,2788.92,Paid
INV901631,O502767,C100513,P1004,2024-01-23,2024-03-06,4096.5,Open
INV901632,O502768,C100765,P1006,2025-08-22,2025-10-01,1592.48,Open
INV901633,O502770,C100192,P1023,2024-09-23,2024-10-26,2228.94,Disputed
INV901634,O502771,C100025,P1005,2025-06-15,2025-07-13,16914.32,Open
INV901635,O502772,C100784,P1017,2025-01-20,2025-02-28,2707.82,Paid
INV901636,O502774,C100698,P1023,2024-12-13,2025-01-01,19419.32,Paid
INV901637,O502775,C100230,P1016,2025-06-07,2025-07-12,1343.47,Overdue
INV901638,O502776,C100288,P1010,2025-10-12,2025-11-02,5414.99,Disputed
INV901639,O502780,C100256,P1014,2024-06-15,2024-07-27,10525.34,Open
INV901640,O502781,C100491,P1021,2024-02-05,2024-03-07,8632.8,Open
INV901641,O502782,C100389,P1006,2025-03-01,2025-04-11,16402.1,Paid
INV901642,O502783,C100745,P1018,2025-12-28,2026-01-24,872.48,Open
INV901643,O502784,C100393,P1014,2024-03-12,2024-03-27,10858.93,Open
INV901644,O502785,C100071,P1019,2025-09-21,2025-10-15,2155.74,Open
INV901645,O502787,C100763,P1000,2025-11-17,2025-12-11,3749.26,Open
INV901646,O502789,C100080,P1022,2024-07-12,2024-08-22,6873.83,Paid
INV901647,O502793,C100504,P1012,2025-05-08,2025-05-30,2249.17,Open
INV901648,O502796,C100486,P1016,2025-06-11,2025-07-21,15212.05,Overdue
INV901649,O502797,C100546,P1022,2025-01-27,2025-02-11,15232.45,Open
INV901650,O502799,C100620,P1013,2025-11-08,2025-11-30,8962.53,Paid
INV901651,O502800,C100114,P1023,2025-12-04,2025-12-23,10799.36,Open
INV901652,O502806,C100061,P1010,2025-10-02,2025-10-20,566.75,Open
INV901653,O502810,C100035,P1002,2024-11-09,2024-12-01,3826.48,Disputed
INV901654,O502812,C100489,P1008,2025-06-24,2025-07-17,11708.21,Paid
INV901655,O502813,C100254,P1005,2025-08-24,2025-10-08,2927.19,Overdue
INV901656,O502815,C100672,P1017,2025-06-05,2025-07-01,3570.35,Open
INV901657,O502816,C100024,P1022,2024-06-20,2024-07-27,11199.55,Open
INV901658,O502818,C100546,P1015,2024-03-18,2024-04-27,3087.08,Open
INV901659,O502819,C100657,P1014,2024-10-07,2024-10-27,3670.72,Paid
INV901660,O502820,C100382,P1000,2025-01-05,2025-02-09,9390.84,Open
INV901661,O502821,C100000,P1017,2025-05-11,2025-06-03,3889.04,Paid
INV901662,O502822,C100708,P1000,2024-03-18,2024-05-02,3866.43,Open
INV901663,O502823,C100454,P1013,2025-08-19,2025-09-12,13389.31,Open
INV901664,O502824,C100029,P1024,2024-12-01,2025-01-03,3898.75,Open
INV901665,O502825,C100133,P1019,2025-10-16,2025-11-21,5594.07,Open
INV901666,O502827,C100300,P1007,2025-02-05,2025-03-22,9605.04,Paid
INV901667,O502828,C100353,P1020,2025-05-29,2025-07-04,8100.19,Paid
INV901668,O502831,C100754,P1002,2025-01-09,2025-01-25,10517.45,Open
INV901669,O502833,C100506,P1015,2024-12-17,2025-01-05,6867.25,Open
INV901670,O502836,C100446,P1005,2024-08-03,2024-09-13,5810.76,Paid
INV901671,O502837,C100514,P1006,2024-10-13,2024-11-11,9040.15,Open
INV901672,O502838,C100228,P1024,2025-02-09,2025-02-27,10701.41,Open
INV901673,O502839,C100761,P1008,2024-10-19,2024-11-07,7605.11,Paid
INV901674,O502840,C100188,P1011,2024-05-16,2024-06-20,8518.55,Paid
INV901675,O502841,C100047,P1007,2024-08-19,2024-09-15,15130.92,Open
INV901676,O502842,C100258,P1009,2024-10-24,2024-11-25,10287.48,Overdue
INV901677,O502843,C100652,P1014,2025-01-16,2025-02-21,13818.8,Open
INV901678,O502844,C100299,P1007,2025-11-10,2025-12-24,17279.92,Paid
INV901679,O502845,C100173,P1010,2025-02-08,2025-03-17,1855.64,Open
INV901680,O502850,C100257,P1012,2024-12-27,2025-01-29,4728.43,Paid
INV901681,O502852,C100346,P1016,2025-09-27,2025-10-14,3500.4,Open
INV901682,O502855,C100069,P1014,2024-09-14,2024-10-27,4087.69,Open
INV901683,O502856,C100225,P1017,2024-07-22,2024-08-28,21158.0,Paid
INV901684,O502857,C100494,P1001,2025-11-09,2025-11-29,14263.36,Open
INV901685,O502861,C100690,P1024,2025-02-18,2025-03-20,3446.43,Open
INV901686,O502863,C100658,P1016,2025-02-01,2025-02-25,3440.73,Open
INV901687,O502865,C100548,P1000,2025-09-06,2025-10-07,2449.73,Open
INV901688,O502868,C100348,P1011,2024-03-13,2024-04-22,4606.8,Open
INV901689,O502870,C100177,P1018,2025-05-01,2025-06-07,20360.39,Open
INV901690,O502871,C100508,P1001,2025-02-02,2025-03-19,15103.33,Paid
INV901691,O502872,C100440,P1019,2025-08-03,2025-09-05,12958.37,Open
INV901692,O502873,C100397,P1017,2025-03-09,2025-04-09,3933.54,Disputed
INV901693,O502875,C100062,P1012,2025-01-17,2025-02-03,3647.82,Paid
INV901694,O502877,C100764,P1005,2024-01-30,2024-03-14,3749.49,Open
INV901695,O502878,C100196,P1006,2025-03-21,2025-04-13,17486.53,Open
INV901696,O502882,C100081,P1003,2024-11-24,2024-12-20,1217.28,Open
INV901697,O502883,C100721,P1007,2024-09-13,2024-10-15,4185.83,Open
INV901698,O502884,C100138,P1000,2024-08-01,2024-09-15,6918.7,Overdue
INV901699,O502885,C100461,P1006,2025-04-22,2025-06-03,9557.19,Open
INV901700,O502886,C100705,P1018,2024-10-25,2024-11-20,11762.78,Overdue
INV901701,O502889,C100122,P1017,2024-03-19,2024-04-16,5001.94,Open
INV901702,O502890,C100574,P1015,2024-09-28,2024-10-19,10227.01,Disputed
INV901703,O502893,C100516,P1005,2024-05-19,2024-06-19,4391.82,Paid
INV901704,O502895,C100200,P1019,2024-05-20,2024-06-18,2731.81,Open
INV901705,O502896,C100595,P1007,2024-08-31,2024-10-10,2016.73,Paid
INV901706,O502897,C100561,P1014,2025-03-20,2025-04-30,3766.69,Overdue
INV901707,O502900,C100199,P1004,2024-06-04,2024-07-14,6354.91,Paid
INV901708,O502904,C100651,P1016,2025-07-07,2025-08-03,2532.02,Overdue
INV901709,O502905,C100225,P1006,2024-03-17,2024-04-08,11239.95,Open
INV901710,O502906,C100390,P1000,2025-10-01,2025-10-29,12671.89,Paid
INV901711,O502907,C100197,P1015,2025-10-04,2025-11-04,13383.32,Open
INV901712,O502908,C100340,P1004,2025-09-26,2025-10-29,15008.95,Open
INV901713,O502909,C100611,P1013,2024-08-04,2024-09-09,2402.92,Open
INV901714,O502910,C100158,P1024,2024-03-28,2024-04-17,1984.56,Open
INV901715,O502911,C100455,P1000,2024-11-07,2024-12-18,9512.5,Open
INV901716,O502912,C100045,P1014,2024-09-08,2024-10-19,8288.73,Open
INV901717,O502913,C100142,P1024,2025-12-06,2026-01-11,2615.93,Paid
INV901718,O502914,C100547,P1008,2025-04-16,2025-05-17,13499.0,Paid
INV901719,O502916,C100489,P1020,2025-07-02,2025-08-05,9024.23,Paid
INV901720,O502917,C100180,P1012,2025-06-14,2025-06-29,3458.17,Paid
INV901721,O502924,C100125,P1005,2024-04-13,2024-05-08,5485.12,Open
INV901722,O502926,C100163,P1001,2025-05-03,2025-06-01,5828.26,Open
INV901723,O502928,C100329,P1003,2024-02-20,2024-03-21,10843.13,Paid
INV901724,O502932,C100276,P1019,2025-01-29,2025-03-09,1666.84,Open
INV901725,O502934,C100517,P1013,2024-04-08,2024-05-20,7544.79,Disputed
INV901726,O502935,C100498,P1003,2025-05-22,2025-06-15,3744.59,Open
INV901727,O502936,C100501,P1002,2025-12-29,2026-02-06,15977.91,Open
INV901728,O502937,C100780,P1024,2024-07-27,2024-09-06,6915.22,Open
INV901729,O502938,C100504,P1015,2025-11-14,2025-12-13,810.57,Open
INV901730,O502942,C100337,P1001,2024-11-10,2024-12-03,9499.18,Open
INV901731,O502943,C100447,P1009,2025-01-09,2025-02-21,7178.88,Open
INV901732,O502945,C100188,P1015,2024-04-25,2024-06-07,1569.98,Open
INV901733,O502946,C100177,P1019,2024-05-19,2024-07-01,11853.28,Open
INV901734,O502948,C100057,P1004,2024-02-26,2024-04-07,1758.51,Open
INV901735,O502949,C100492,P1013,2024-04-20,2024-05-16,2215.07,Open
INV901736,O502950,C100402,P1021,2025-04-08,2025-05-05,3575.95,Open
INV901737,O502953,C100556,P1002,2024-04-23,2024-05-24,10057.99,Paid
INV901738,O502954,C100068,P1021,2026-01-01,2026-02-11,17243.68,Paid
INV901739,O502955,C100560,P1024,2025-01-22,2025-02-19,7862.43,Overdue
INV901740,O502956,C100723,P1014,2025-06-12,2025-07-05,16979.22,Open
INV901741,O502959,C100429,P1016,2024-03-02,2024-04-05,4153.13,Paid
INV901742,O502960,C100076,P1023,2025-04-09,2025-05-12,14258.88,Open
INV901743,O502961,C100501,P1002,2024-06-06,2024-07-03,12377.55,Disputed
INV901744,O502962,C100292,P1012,2025-10-27,2025-11-17,18417.83,Paid
INV901745,O502963,C100374,P1017,2024-02-20,2024-03-31,13853.64,Disputed
INV901746,O502964,C100018,P1008,2025-04-22,2025-06-03,4993.08,Open
INV901747,O502967,C100060,P1002,2025-01-04,2025-02-10,8053.02,Paid
INV901748,O502968,C100625,P1019,2025-12-18,2026-01-22,1256.38,Overdue
INV901749,O502969,C100783,P1003,2025-04-22,2025-05-19,9472.3,Open
INV901750,O502970,C100415,P1010,2024-10-06,2024-11-09,15878.03,Paid
INV901751,O502972,C100793,P1017,2025-03-21,2025-04-14,6401.71,Open
INV901752,O502973,C100166,P1000,2024-11-19,2024-12-25,11650.67,Paid
INV901753,O502974,C100192,P1008,2024-02-11,2024-03-13,2869.38,Open
INV901754,O502975,C100566,P1024,2025-03-04,2025-04-04,10907.59,Open
INV901755,O502977,C100067,P1014,2024-06-22,2024-07-28,7293.92,Paid
INV901756,O502980,C100689,P1018,2024-06-08,2024-07-10,3747.9,Open
INV901757,O502982,C100724,P1015,2024-11-23,2024-12-21,14745.48,Open
INV901758,O502984,C100191,P1012,2024-04-18,2024-05-03,21306.66,Open
INV901759,O502986,C100750,P1016,2024-02-26,2024-03-23,3001.42,Paid
INV901760,O502988,C100655,P1013,2024-12-19,2025-01-15,10611.75,Open
INV901761,O502989,C100368,P1008,2025-12-29,2026-02-06,9062.73,Open
INV901762,O502990,C100759,P1009,2025-10-11,2025-11-12,459.87,Open
INV901763,O502993,C100774,P1008,2024-11-14,2024-12-13,15125.77,Paid
INV901764,O502995,C100086,P1009,2024-02-28,2024-04-09,2650.24,Overdue
INV901765,O502996,C100313,P1012,2025-09-07,2025-10-09,4037.11,Open
INV901766,O502997,C100478,P1003,2024-09-01,2024-09-19,14527.88,Open
INV901767,O502998,C100504,P1009,2024-01-10,2024-02-09,12032.25,Open
INV901768,O502999,C100385,P1008,2024-06-23,2024-07-28,14465.79,Open
INV901769,O503000,C100746,P1024,2024-06-26,2024-07-17,6465.5,Paid
INV901770,O503001,C100462,P1011,2024-01-17,2024-02-18,15932.74,Open
INV901771,O503002,C100512,P1000,2025-05-04,2025-06-13,9564.74,Open
INV901772,O503003,C100765,P1007,2024-03-16,2024-04-07,1647.55,Open
INV901773,O503006,C100228,P1004,2025-06-16,2025-07-22,7839.8,Paid
INV901774,O503009,C100357,P1012,2024-05-16,2024-06-17,2748.05,Open
INV901775,O503010,C100558,P1000,2025-04-20,2025-06-02,4425.54,Overdue
INV901776,O503011,C100528,P1018,2025-06-11,2025-07-24,3099.24,Paid
INV901777,O503012,C100731,P1005,2024-07-22,2024-08-08,10123.7,Open
INV901778,O503013,C100292,P1017,2024-09-26,2024-10-26,7857.8,Open
INV901779,O503014,C100603,P1014,2025-11-23,2025-12-30,6750.61,Paid
INV901780,O503016,C100749,P1011,2024-11-04,2024-11-25,7239.03,Paid
INV901781,O503017,C100066,P1000,2024-07-02,2024-07-19,4851.17,Overdue
INV901782,O503018,C100600,P1017,2024-08-09,2024-08-26,10535.91,Open
INV901783,O503020,C100704,P1009,2025-02-22,2025-03-27,8819.85,Paid
INV901784,O503022,C100654,P1009,2024-02-24,2024-04-04,4053.94,Open
INV901785,O503024,C100382,P1005,2025-08-10,2025-09-20,3576.54,Disputed
INV901786,O503025,C100195,P1024,2024-04-25,2024-05-29,6418.98,Overdue
INV901787,O503026,C100788,P1006,2024-10-31,2024-12-03,14947.02,Disputed
INV901788,O503027,C100423,P1004,2024-05-02,2024-05-23,9039.05,Disputed
INV901789,O503028,C100653,P1013,2024-06-26,2024-07-20,12217.78,Disputed
INV901790,O503029,C100571,P1007,2025-03-26,2025-05-06,8481.2,Paid
INV901791,O503036,C100159,P1002,2025-02-09,2025-03-21,15051.16,Paid
INV901792,O503038,C100038,P1008,2024-11-10,2024-12-20,5498.29,Open
INV901793,O503041,C100168,P1002,2025-02-07,2025-03-20,3406.46,Open
INV901794,O503043,C100002,P1015,2024-07-05,2024-07-30,6752.08,Overdue
INV901795,O503044,C100693,P1013,2025-08-24,2025-09-09,2046.56,Open
INV901796,O503045,C100552,P1019,2024-11-30,2025-01-09,2402.48,Open
INV901797,O503046,C100546,P1012,2025-12-14,2026-01-08,6739.98,Paid
INV901798,O503048,C100286,P1013,2024-08-28,2024-10-04,9303.65,Paid
INV901799,O503049,C100796,P1018,2025-06-18,2025-07-09,15104.02,Open
INV901800,O503050,C100597,P1017,2025-10-24,2025-11-24,4248.13,Open
INV901801,O503052,C100737,P1023,2025-12-19,2026-01-08,3391.66,Open
INV901802,O503056,C100198,P1001,2024-11-06,2024-11-30,7928.28,Paid
INV901803,O503057,C100515,P1024,2025-10-29,2025-11-22,1834.17,Open
INV901804,O503058,C100536,P1014,2025-06-26,2025-08-05,2554.3,Overdue
INV901805,O503059,C100770,P1005,2025-08-07,2025-09-09,3678.89,Open
INV901806,O503060,C100456,P1000,2024-07-10,2024-08-10,3050.31,Paid
INV901807,O503062,C100227,P1004,2024-11-20,2024-12-14,11969.36,Open
INV901808,O503063,C100641,P1023,2025-05-01,2025-06-12,13808.78,Open
INV901809,O503064,C100196,P1004,2025-06-02,2025-06-27,12448.66,Overdue
INV901810,O503066,C100610,P1020,2025-03-21,2025-04-30,9164.04,Open
INV901811,O503069,C100397,P1016,2025-10-24,2025-12-08,19513.39,Paid
INV901812,O503073,C100664,P1018,2024-09-26,2024-10-29,698.14,Open
INV901813,O503074,C100724,P1022,2025-07-28,2025-08-13,7426.63,Overdue
INV901814,O503075,C100088,P1018,2025-04-20,2025-06-02,7363.8,Overdue
INV901815,O503078,C100087,P1016,2025-08-19,2025-09-05,3817.1,Open
INV901816,O503080,C100439,P1013,2024-02-25,2024-04-01,5555.2,Paid
INV901817,O503081,C100684,P1023,2024-10-18,2024-12-02,901.44,Open
INV901818,O503083,C100186,P1022,2024-08-17,2024-09-22,6351.21,Paid
INV901819,O503084,C100236,P1023,2025-08-28,2025-09-30,4052.03,Open
INV901820,O503085,C100243,P1015,2025-09-19,2025-10-19,4068.52,Paid
INV901821,O503086,C100588,P1017,2025-01-25,2025-02-13,10822.3,Open
INV901822,O503087,C100415,P1013,2024-10-07,2024-11-17,21554.34,Open
INV901823,O503089,C100060,P1013,2025-08-23,2025-09-08,5391.92,Disputed
INV901824,O503092,C100403,P1005,2025-01-15,2025-02-04,8323.54,Paid
INV901825,O503094,C100608,P1008,2025-05-27,2025-07-04,15109.75,Open
INV901826,O503095,C100152,P1015,2024-04-16,2024-05-02,12957.77,Open
INV901827,O503096,C100025,P1009,2025-05-06,2025-06-04,13027.16,Paid
INV901828,O503097,C100216,P1016,2025-11-06,2025-12-07,9523.32,Paid
INV901829,O503100,C100654,P1017,2025-01-18,2025-02-04,12506.79,Open
INV901830,O503101,C100507,P1011,2024-07-15,2024-08-09,8674.79,Paid
INV901831,O503102,C100727,P1017,2025-05-07,2025-06-19,13202.59,Paid
INV901832,O503103,C100371,P1015,2024-07-05,2024-07-21,8364.75,Paid
INV901833,O503105,C100265,P1010,2024-07-13,2024-08-07,920.09,Overdue
INV901834,O503106,C100113,P1024,2024-09-03,2024-10-13,3045.27,Overdue
INV901835,O503108,C100483,P1000,2024-03-03,2024-03-28,2341.64,Paid
INV901836,O503109,C100618,P1017,2025-06-15,2025-07-27,6153.82,Paid
INV901837,O503110,C100225,P1012,2024-11-25,2025-01-03,7115.77,Overdue
INV901838,O503112,C100264,P1015,2024-05-19,2024-06-23,8898.53,Paid
INV901839,O503113,C100356,P1000,2025-05-09,2025-05-25,1505.22,Paid
INV901840,O503115,C100784,P1017,2025-02-07,2025-03-02,4628.93,Open
INV901841,O503116,C100446,P1020,2025-01-01,2025-01-27,14234.11,Disputed
INV901842,O503118,C100475,P1020,2025-04-30,2025-06-11,6322.66,Overdue
INV901843,O503119,C100338,P1020,2025-09-05,2025-10-01,10157.35,Open
INV901844,O503120,C100746,P1011,2024-08-23,2024-09-23,5666.51,Open
INV901845,O503122,C100248,P1016,2024-05-18,2024-06-08,1352.73,Paid
INV901846,O503123,C100716,P1000,2024-08-05,2024-08-31,4591.37,Overdue
INV901847,O503124,C100360,P1022,2024-08-20,2024-09-23,11065.92,Paid
INV901848,O503125,C100591,P1009,2025-12-06,2025-12-27,3087.96,Paid
INV901849,O503126,C100413,P1019,2024-04-01,2024-04-22,7032.33,Open
INV901850,O503127,C100613,P1018,2024-10-18,2024-11-11,6543.62,Open
INV901851,O503129,C100338,P1024,2025-08-12,2025-08-28,3403.26,Open
INV901852,O503130,C100560,P1019,2024-12-30,2025-01-19,14237.57,Overdue
INV901853,O503132,C100639,P1002,2025-06-27,2025-08-05,8344.42,Open
INV901854,O503133,C100153,P1012,2025-06-03,2025-06-23,11045.5,Open
INV901855,O503135,C100476,P1020,2024-05-03,2024-06-05,3281.02,Overdue
INV901856,O503136,C100361,P1011,2024-11-26,2024-12-24,711.66,Open
INV901857,O503137,C100295,P1001,2025-03-11,2025-04-08,4618.41,Paid
INV901858,O503139,C100277,P1014,2024-03-31,2024-04-15,11733.54,Open
INV901859,O503140,C100026,P1016,2024-04-12,2024-05-20,10503.45,Open
INV901860,O503141,C100758,P1023,2025-07-30,2025-08-21,15795.02,Paid
INV901861,O503143,C100131,P1009,2024-07-28,2024-09-09,652.2,Open
INV901862,O503144,C100180,P1006,2025-06-24,2025-07-19,4175.39,Open
INV901863,O503146,C100265,P1004,2025-08-26,2025-09-14,4466.43,Open
INV901864,O503147,C100225,P1005,2025-11-04,2025-11-26,11667.99,Paid
INV901865,O503148,C100389,P1007,2025-10-11,2025-11-15,2191.81,Paid
INV901866,O503150,C100448,P1016,2025-07-19,2025-08-08,8415.74,Overdue
INV901867,O503153,C100343,P1022,2025-04-26,2025-06-08,11953.73,Overdue
INV901868,O503155,C100363,P1007,2024-11-07,2024-12-03,7733.5,Open
INV901869,O503156,C100140,P1009,2026-01-03,2026-01-18,6865.78,Paid
INV901870,O503161,C100388,P1018,2024-10-31,2024-11-23,5652.35,Open
INV901871,O503163,C100059,P1013,2025-04-21,2025-05-19,6515.31,Open
INV901872,O503164,C100665,P1014,2024-11-22,2024-12-17,7038.97,Open
INV901873,O503165,C100278,P1004,2025-02-26,2025-04-04,1695.13,Open
INV901874,O503167,C100081,P1017,2024-04-24,2024-05-30,19554.22,Open
INV901875,O503168,C100530,P1015,2025-11-19,2025-12-10,13363.51,Paid
INV901876,O503169,C100050,P1017,2024-12-05,2024-12-24,5622.92,Paid
INV901877,O503170,C100723,P1009,2024-05-08,2024-05-30,3457.44,Open
INV901878,O503172,C100055,P1024,2024-09-05,2024-10-17,6099.28,Overdue
INV901879,O503175,C100556,P1003,2025-06-18,2025-07-08,13802.12,Paid
INV901880,O503176,C100031,P1001,2024-03-23,2024-04-09,3698.21,Open
INV901881,O503178,C100247,P1003,2024-12-14,2025-01-15,11310.59,Open
INV901882,O503179,C100605,P1016,2025-02-07,2025-03-12,5870.28,Open
INV901883,O503181,C100428,P1020,2025-11-10,2025-12-14,12371.69,Paid
INV901884,O503182,C100267,P1013,2024-08-15,2024-09-13,11416.33,Overdue
INV901885,O503184,C100549,P1022,2024-01-27,2024-02-21,4572.41,Open
INV901886,O503186,C100117,P1018,2024-04-24,2024-05-12,11038.35,Open
INV901887,O503187,C100517,P1004,2024-02-24,2024-04-03,11124.98,Paid
INV901888,O503188,C100020,P1004,2025-05-09,2025-06-07,5337.1,Paid
INV901889,O503189,C100231,P1012,2024-05-14,2024-06-02,6864.93,Open
INV901890,O503190,C100518,P1016,2024-12-15,2025-01-18,2934.94,Overdue
INV901891,O503191,C100200,P1016,2024-03-17,2024-04-27,10088.5,Paid
INV901892,O503192,C100744,P1019,2025-07-07,2025-08-21,15889.23,Open
INV901893,O503193,C100779,P1002,2025-07-13,2025-08-04,7045.67,Open
INV901894,O503195,C100139,P1003,2025-09-03,2025-10-09,6715.0,Overdue
INV901895,O503196,C100725,P1013,2024-11-16,2024-12-14,10304.48,Paid
INV901896,O503199,C100759,P1021,2024-06-18,2024-07-17,4889.59,Open
INV901897,O503200,C100470,P1007,2024-06-03,2024-07-02,7472.81,Overdue
INV901898,O503202,C100005,P1018,2024-06-10,2024-07-22,1349.62,Open
INV901899,O503204,C100433,P1021,2024-04-26,2024-06-01,20063.59,Paid
INV901900,O503207,C100323,P1003,2025-05-24,2025-06-25,6299.84,Overdue
INV901901,O503208,C100260,P1009,2025-01-15,2025-02-02,1356.18,Overdue
INV901902,O503210,C100714,P1011,2024-11-26,2024-12-26,10029.63,Overdue
INV901903,O503212,C100472,P1019,2025-03-06,2025-04-02,4192.07,Overdue
INV901904,O503213,C100379,P1019,2025-04-30,2025-05-16,10177.06,Overdue
INV901905,O503214,C100056,P1010,2024-11-20,2024-12-20,12398.6,Open
INV901906,O503216,C100008,P1023,2024-12-10,2025-01-21,3955.34,Open
INV901907,O503218,C100378,P1020,2024-08-27,2024-10-03,10055.09,Open
INV901908,O503220,C100283,P1002,2025-05-16,2025-06-13,22871.42,Paid
INV901909,O503221,C100203,P1007,2024-03-13,2024-04-12,3226.54,Overdue
INV901910,O503222,C100568,P1019,2025-12-05,2025-12-27,1478.59,Open
INV901911,O503223,C100121,P1008,2025-06-11,2025-07-19,2494.23,Open
INV901912,O503224,C100100,P1004,2024-02-16,2024-03-24,3991.9,Open
INV901913,O503225,C100556,P1023,2025-06-19,2025-07-13,4949.61,Open
INV901914,O503228,C100591,P1007,2024-12-27,2025-01-12,8429.59,Open
INV901915,O503229,C100721,P1008,2025-01-16,2025-02-05,7761.46,Overdue
INV901916,O503231,C100673,P1009,2024-08-28,2024-10-06,2892.14,Open
INV901917,O503232,C100135,P1010,2025-03-29,2025-05-07,3915.09,Open
INV901918,O503233,C100424,P1007,2025-09-04,2025-09-21,5572.67,Open
INV901919,O503234,C100755,P1020,2025-10-13,2025-11-06,2736.43,Open
INV901920,O503235,C100631,P1008,2025-07-22,2025-08-20,4054.81,Open
INV901921,O503237,C100741,P1021,2025-01-09,2025-01-25,4137.85,Open
INV901922,O503238,C100250,P1010,2024-09-09,2024-10-12,8414.75,Disputed
INV901923,O503239,C100018,P1000,2025-07-22,2025-08-14,5144.6,Paid
INV901924,O503240,C100637,P1000,2024-08-22,2024-10-05,3609.61,Open
INV901925,O503241,C100329,P1010,2024-07-24,2024-08-18,2085.13,Open
INV901926,O503242,C100027,P1016,2025-10-06,2025-10-21,13729.7,Overdue
INV901927,O503244,C100057,P1003,2024-09-22,2024-10-29,9155.77,Paid
INV901928,O503245,C100797,P1013,2025-09-27,2025-10-30,5081.29,Paid
INV901929,O503246,C100678,P1007,2025-12-12,2025-12-28,6123.56,Open
INV901930,O503248,C100145,P1011,2025-01-24,2025-02-23,5169.01,Open
INV901931,O503250,C100450,P1000,2025-06-02,2025-07-04,2603.58,Disputed
INV901932,O503251,C100236,P1001,2025-12-03,2025-12-25,6611.42,Overdue
INV901933,O503253,C100761,P1005,2025-08-14,2025-09-19,815.07,Open
INV901934,O503254,C100368,P1008,2025-03-11,2025-04-01,20939.69,Open
INV901935,O503255,C100023,P1002,2025-10-12,2025-11-02,3780.59,Disputed
INV901936,O503256,C100673,P1001,2024-10-22,2024-11-23,16474.36,Paid
INV901937,O503257,C100150,P1003,2024-10-13,2024-11-25,14725.55,Open
INV901938,O503259,C100493,P1004,2026-01-02,2026-01-19,3701.18,Disputed
INV901939,O503261,C100634,P1007,2024-04-30,2024-05-16,4231.33,Open
INV901940,O503263,C100706,P1000,2025-01-21,2025-02-14,9396.79,Open
INV901941,O503265,C100240,P1023,2024-12-25,2025-01-17,11490.42,Open
INV901942,O503266,C100576,P1016,2025-02-21,2025-03-16,7402.34,Paid
INV901943,O503267,C100312,P1003,2025-08-07,2025-08-30,5050.52,Open
INV901944,O503268,C100572,P1007,2025-01-18,2025-02-26,19703.34,Paid
INV901945,O503270,C100361,P1022,2025-04-17,2025-05-31,1793.58,Open
INV901946,O503271,C100021,P1021,2025-06-20,2025-07-29,8553.31,Disputed
INV901947,O503272,C100486,P1019,2025-07-28,2025-09-02,9523.32,Paid
INV901948,O503274,C100654,P1012,2024-02-10,2024-03-08,3544.84,Open
INV901949,O503278,C100506,P1008,2024-04-24,2024-05-11,2710.15,Open
INV901950,O503279,C100327,P1013,2025-01-08,2025-02-22,18754.31,Paid
INV901951,O503282,C100058,P1007,2024-04-01,2024-05-04,3053.19,Overdue
INV901952,O503284,C100579,P1010,2024-02-29,2024-04-01,18222.1,Paid
INV901953,O503285,C100172,P1017,2025-09-17,2025-10-16,4808.48,Paid
INV901954,O503286,C100226,P1017,2025-07-12,2025-08-02,12774.7,Open
INV901955,O503287,C100138,P1009,2025-06-05,2025-07-13,1988.48,Paid
INV901956,O503288,C100248,P1023,2024-05-09,2024-05-24,5715.3,Paid
INV901957,O503291,C100440,P1000,2024-10-15,2024-11-04,3155.97,Open
INV901958,O503292,C100289,P1009,2024-01-11,2024-02-23,9116.31,Overdue
INV901959,O503293,C100292,P1020,2025-01-24,2025-03-03,5292.0,Paid
INV901960,O503294,C100765,P1017,2025-08-04,2025-09-17,16358.16,Overdue
INV901961,O503296,C100606,P1022,2024-02-18,2024-03-08,3424.7,Paid
INV901962,O503300,C100719,P1005,2024-11-08,2024-11-24,4580.06,Open
INV901963,O503302,C100786,P1019,2024-02-18,2024-03-19,1714.15,Open
INV901964,O503303,C100073,P1000,2024-02-02,2024-03-16,11619.45,Open
INV901965,O503307,C100198,P1010,2024-11-20,2024-12-08,6676.16,Paid
INV901966,O503314,C100776,P1007,2024-09-01,2024-10-15,928.02,Open
INV901967,O503315,C100302,P1001,2024-11-26,2025-01-10,21875.23,Open
INV901968,O503316,C100483,P1003,2024-12-13,2025-01-22,8786.57,Open
INV901969,O503317,C100388,P1008,2024-12-21,2025-01-16,2096.92,Open
INV901970,O503319,C100364,P1008,2025-03-10,2025-04-04,3586.12,Open
INV901971,O503320,C100058,P1002,2024-02-19,2024-03-11,2040.4,Paid
