payment_id,invoice_id,payment_date,payment_amount,payment_mode
PAY0001095,INV901539,2025-08-12,1322.63,UPI
PAY0001096,INV901540,2025-04-21,7501.73,Wire
PAY0001097,INV901540,2025-04-22,379.21,NEFT
PAY0001098,INV901540,2025-04-23,11374.32,Wire
PAY0001099,INV901541,2024-11-20,9224.36,Wire
PAY0001100,INV901543,2024-02-08,4172.44,Wire
PAY0001101,INV901543,2024-02-04,100.97,Card
PAY0001102,INV901543,2024-01-21,1533.8,UPI
PAY0001103,INV901544,2024-08-07,4500.18,Card
PAY0001104,INV901545,2024-06-21,10547.84,Wire
PAY0001105,INV901547,2025-01-24,678.14,NEFT
PAY0001106,INV901547,2025-01-27,15303.76,Wire
PAY0001107,INV901549,2025-05-24,12435.26,NEFT
PAY0001108,INV901549,2025-05-18,554.74,Wire
PAY0001109,INV901550,2025-04-09,6928.82,UPI
PAY0001110,INV901550,2025-04-14,1369.52,Card
PAY0001111,INV901551,2025-04-02,378.4,UPI
PAY0001112,INV901551,2025-04-06,5099.78,Card
PAY0001113,INV901551,2025-04-16,4909.68,UPI
PAY0001114,INV901553,2025-08-11,2008.8,UPI
PAY0001115,INV901553,2025-08-14,3100.78,Wire
PAY0001116,INV901553,2025-08-08,609.67,Card
PAY0001117,INV901554,2024-04-30,287.02,Wire
PAY0001118,INV901554,2024-04-27,1500.76,NEFT
PAY0001119,INV901554,2024-04-27,7138.29,Card
PAY0001120,INV901560,2024-04-29,8325.75,NEFT
PAY0001121,INV901561,2025-06-09,297.47,NEFT
PAY0001122,INV901561,2025-06-06,961.89,Card
PAY0001123,INV901561,2025-06-04,344.49,Wire
PAY0001124,INV901562,2025-09-25,2316.54,Wire
PAY0001125,INV901562,2025-10-03,3334.47,Card
PAY0001126,INV901564,2024-11-06,1014.82,NEFT
PAY0001127,INV901564,2024-11-23,8717.05,UPI
PAY0001128,INV901565,2025-02-27,22567.55,NEFT
PAY0001129,INV901573,2025-04-24,2863.85,UPI
PAY0001130,INV901573,2025-05-01,2075.64,Wire
PAY0001131,INV901575,2025-03-30,4098.01,NEFT
PAY0001132,INV901582,2024-08-19,1437.38,Card
PAY0001133,INV901582,2024-08-14,1405.92,Wire
PAY0001134,INV901582,2024-08-15,3015.07,UPI
PAY0001135,INV901590,2024-12-01,26.27,UPI
PAY0001136,INV901590,2024-12-02,80.91,Card
PAY0001137,INV901590,2024-11-23,184.11,Wire
PAY0001138,INV901595,2024-03-03,1264.07,UPI
PAY0001139,INV901595,2024-02-24,6.34,Wire
PAY0001140,INV901595,2024-02-25,6036.98,Wire
PAY0001141,INV901596,2024-02-13,128.17,UPI
PAY0001142,INV901596,2024-02-10,2197.11,Card
PAY0001143,INV901598,2025-01-20,6732.47,UPI
PAY0001144,INV901600,2025-07-06,1346.99,Wire
PAY0001145,INV901600,2025-06-29,10022.9,Wire
PAY0001146,INV901601,2025-01-24,4519.31,UPI
PAY0001147,INV901601,2025-01-15,755.85,NEFT
PAY0001148,INV901602,2024-08-21,1610.6,Wire
PAY0001149,INV901602,2024-08-18,15635.54,Card
PAY0001150,INV901609,2024-04-29,15610.42,Card
PAY0001151,INV901613,2025-10-29,2782.84,UPI
PAY0001152,INV901613,2025-10-14,10429.69,Card
PAY0001153,INV901614,2024-09-18,953.09,Card
PAY0001154,INV901614,2024-09-18,5232.75,NEFT
PAY0001155,INV901616,2024-07-29,6947.37,NEFT
PAY0001156,INV901616,2024-08-09,4116.43,UPI
PAY0001157,INV901624,2024-04-20,6847.85,NEFT
PAY0001158,INV901627,2024-06-16,14358.97,UPI
PAY0001159,INV901630,2024-04-18,2619.31,Wire
PAY0001160,INV901630,2024-05-02,174.62,UPI
PAY0001161,INV901635,2025-01-20,1870.95,UPI
PAY0001162,INV901635,2025-02-04,845.75,Wire
PAY0001163,INV901636,2024-12-14,19374.81,Card
PAY0001164,INV901641,2025-03-18,1685.26,Card
PAY0001165,INV901641,2025-03-10,3838.81,UPI
PAY0001166,INV901641,2025-03-19,10931.83,Wire
PAY0001167,INV901646,2024-07-29,3050.9,UPI
PAY0001168,INV901646,2024-07-21,3804.69,NEFT
PAY0001169,INV901650,2025-11-25,3129.94,NEFT
PAY0001170,INV901650,2025-11-22,5865.14,Wire
PAY0001171,INV901654,2025-07-02,11666.16,UPI
PAY0001172,INV901659,2024-10-14,56.73,Wire
PAY0001173,INV901659,2024-10-12,3630.26,UPI
PAY0001174,INV901661,2025-05-20,1680.24,UPI
PAY0001175,INV901661,2025-05-24,490.08,Card
PAY0001176,INV901661,2025-05-24,1728.2,UPI
PAY0001177,INV901666,2025-02-20,7827.67,Card
PAY0001178,INV901666,2025-02-10,1602.98,Card
PAY0001179,INV901667,2025-06-02,1591.31,Card
PAY0001180,INV901667,2025-06-16,2945.42,Wire
PAY0001181,INV901667,2025-06-07,3598.95,Wire
PAY0001182,INV901670,2024-08-22,3113.37,Card
PAY0001183,INV901670,2024-08-19,2201.24,NEFT
PAY0001184,INV901670,2024-08-03,487.78,NEFT
PAY0001185,INV901673,2024-10-21,7572.11,Card
PAY0001186,INV901674,2024-05-27,6974.6,Wire
PAY0001187,INV901674,2024-05-22,80.91,UPI
PAY0001188,INV901674,2024-05-18,1436.62,Card
PAY0001189,INV901678,2025-11-10,17234.18,Card
PAY0001190,INV901680,2025-01-02,3119.04,Card
PAY0001191,INV901680,2025-01-09,1607.4,Wire
PAY0001192,INV901683,2024-08-03,13420.76,Card
PAY0001193,INV901683,2024-08-11,7821.27,Wire
PAY0001194,INV901690,2025-02-07,12126.42,Wire
PAY0001195,INV901690,2025-02-20,786.71,UPI
PAY0001196,INV901690,2025-02-11,2150.33,Wire
PAY0001197,INV901693,2025-01-28,1193.96,Card
PAY0001198,INV901693,2025-01-28,2449.19,UPI
PAY0001199,INV901703,2024-06-05,4149.16,Wire
PAY0001200,INV901705,2024-09-15,1620.08,Card
PAY0001201,INV901705,2024-09-18,292.58,NEFT
PAY0001202,INV901707,2024-06-15,3774.69,NEFT
PAY0001203,INV901707,2024-06-16,1193.45,NEFT
PAY0001204,INV901707,2024-06-17,1383.14,Wire
PAY0001205,INV901710,2025-10-12,11545.22,UPI
PAY0001206,INV901710,2025-10-04,1081.68,Card
PAY0001207,INV901717,2025-12-12,2620.74,Wire
PAY0001208,INV901718,2025-04-17,6628.28,Card
PAY0001209,INV901718,2025-05-02,1377.77,NEFT
PAY0001210,INV901718,2025-05-01,5436.11,NEFT
PAY0001211,INV901719,2025-07-19,3472.23,Wire
PAY0001212,INV901719,2025-07-20,5521.64,UPI
PAY0001213,INV901720,2025-06-25,1851.64,NEFT
PAY0001214,INV901720,2025-06-30,1342.49,UPI
PAY0001215,INV901720,2025-07-04,249.85,Wire
PAY0001216,INV901723,2024-02-29,10837.39,NEFT
PAY0001217,INV901737,2024-04-29,4694.69,NEFT
PAY0001218,INV901737,2024-04-30,5317.02,Wire
PAY0001219,INV901738,2026-01-01,17192.12,NEFT
PAY0001220,INV901738,2026-01-09,72.66,NEFT
PAY0001221,INV901741,2024-03-08,4073.18,NEFT
PAY0001222,INV901741,2024-03-04,91.02,UPI
PAY0001223,INV901744,2025-11-06,3436.88,Card
PAY0001224,INV901744,2025-11-14,8150.05,UPI
PAY0001225,INV901744,2025-10-27,6786.08,Card
PAY0001226,INV901747,2025-01-20,8038.6,Wire
PAY0001227,INV901750,2024-10-15,4258.02,NEFT
PAY0001228,INV901750,2024-10-17,3996.75,Card
PAY0001229,INV901750,2024-10-06,7628.72,Card
PAY0001230,INV901752,2024-11-29,2598.71,UPI
PAY0001231,INV901752,2024-11-27,3529.91,Wire
PAY0001232,INV901752,2024-12-07,5507.26,Card
PAY0001233,INV901755,2024-07-02,4527.13,Card
PAY0001234,INV901755,2024-07-01,2304.51,Wire
PAY0001235,INV901755,2024-06-26,446.02,Wire
PAY0001236,INV901759,2024-03-04,2321.87,NEFT
PAY0001237,INV901759,2024-02-29,158.58,Card
PAY0001238,INV901759,2024-03-15,513.13,UPI
PAY0001239,INV901763,2024-12-04,6762.29,UPI
PAY0001240,INV901763,2024-11-30,7827.85,Card
PAY0001241,INV901763,2024-11-27,556.33,UPI
PAY0001242,INV901769,2024-07-08,6445.24,NEFT
PAY0001243,INV901773,2025-06-16,1777.24,Card
PAY0001244,INV901773,2025-06-30,6060.71,UPI
PAY0001245,INV901776,2025-06-30,296.98,Wire
PAY0001246,INV901776,2025-06-12,2470.07,Card
PAY0001247,INV901776,2025-06-30,325.59,NEFT
PAY0001248,INV901779,2025-12-06,1271.61,Wire
PAY0001249,INV901779,2025-11-27,5445.77,UPI
PAY0001250,INV901780,2024-11-23,4693.88,Wire
PAY0001251,INV901780,2024-11-04,2527.82,Card
PAY0001252,INV901783,2025-02-26,2498.11,Card
PAY0001253,INV901783,2025-02-23,4386.1,Wire
PAY0001254,INV901783,2025-03-03,1970.64,Card
PAY0001255,INV901790,2025-04-15,8519.72,UPI
PAY0001256,INV901791,2025-02-22,15003.93,UPI
PAY0001257,INV901797,2025-12-17,4954.25,Wire
PAY0001258,INV901797,2025-12-25,1813.51,Card
PAY0001259,INV901798,2024-09-08,7021.05,UPI
PAY0001260,INV901798,2024-09-04,2297.26,Wire
PAY0001261,INV901802,2024-11-20,7900.76,Card
PAY0001262,INV901806,2024-07-12,1509.49,NEFT
PAY0001263,INV901806,2024-07-30,1538.76,Card
PAY0001264,INV901811,2025-11-03,1041.23,Card
PAY0001265,INV901811,2025-11-01,2264.77,Card
PAY0001266,INV901811,2025-10-30,16206.16,UPI
PAY0001267,INV901816,2024-03-01,1125.06,Wire
PAY0001268,INV901816,2024-02-28,2054.49,Card
PAY0001269,INV901816,2024-03-08,2366.4,Card
PAY0001270,INV901818,2024-09-02,6335.95,Wire
PAY0001271,INV901820,2025-09-23,1282.13,Wire
PAY0001272,INV901820,2025-09-20,2772.5,NEFT
PAY0001273,INV901824,2025-01-23,6372.63,Wire
PAY0001274,INV901824,2025-01-25,1933.24,UPI
PAY0001275,INV901827,2025-05-18,1050.5,Wire
PAY0001276,INV901827,2025-05-22,11971.79,Card
PAY0001277,INV901828,2025-11-07,1468.94,Card
PAY0001278,INV901828,2025-11-19,4035.01,Wire
PAY0001279,INV901828,2025-11-18,4000.92,NEFT
PAY0001280,INV901830,2024-08-01,8706.07,NEFT
PAY0001281,INV901831,2025-05-16,13265.05,Card
PAY0001282,INV901832,2024-07-12,6587.66,Card
PAY0001283,INV901832,2024-07-24,535.02,UPI
PAY0001284,INV901832,2024-07-22,1228.84,Card
PAY0001285,INV901835,2024-03-23,196.89,Wire
PAY0001286,INV901835,2024-03-12,1044.84,NEFT
PAY0001287,INV901835,2024-03-10,1104.89,NEFT
PAY0001288,INV901836,2025-06-18,6182.16,NEFT
PAY0001289,INV901838,2024-05-30,5273.41,Card
PAY0001290,INV901838,2024-05-24,3637.69,NEFT
PAY0001291,INV901839,2025-05-21,218.66,Card
PAY0001292,INV901839,2025-05-16,1281.67,UPI
PAY0001293,INV901845,2024-05-31,275.52,Wire
PAY0001294,INV901845,2024-06-06,796.57,Card
PAY0001295,INV901845,2024-05-22,280.93,NEFT
PAY0001296,INV901847,2024-09-04,11062.45,Card
PAY0001297,INV901848,2025-12-19,1671.16,Wire
PAY0001298,INV901848,2025-12-15,1424.58,Card
PAY0001299,INV901857,2025-03-12,4619.4,UPI
PAY0001300,INV901860,2025-08-14,8444.08,NEFT
PAY0001301,INV901860,2025-08-02,5585.18,NEFT
PAY0001302,INV901860,2025-08-18,1723.48,NEFT
PAY0001303,INV901864,2025-11-21,589.76,NEFT
PAY0001304,INV901864,2025-11-07,422.58,Wire
PAY0001305,INV901864,2025-11-16,10693.0,UPI
PAY0001306,INV901865,2025-10-20,2200.76,NEFT
PAY0001307,INV901869,2026-01-03,6848.1,NEFT
PAY0001308,INV901875,2025-11-25,4452.67,Card
PAY0001309,INV901875,2025-11-23,1055.77,Card
PAY0001310,INV901875,2025-12-05,7867.8,UPI
PAY0001311,INV901876,2024-12-21,1292.23,Wire
PAY0001312,INV901876,2024-12-21,4345.73,Wire
PAY0001313,INV901879,2025-07-04,6760.34,Card
PAY0001314,INV901879,2025-07-01,6978.22,Wire
PAY0001315,INV901883,2025-11-26,12329.78,Card
PAY0001316,INV901887,2024-03-12,8410.02,Wire
PAY0001317,INV901887,2024-03-03,2739.26,UPI
PAY0001318,INV901888,2025-05-20,2750.86,NEFT
PAY0001319,INV901888,2025-05-14,831.93,Card
PAY0001320,INV901888,2025-05-28,1777.6,UPI
PAY0001321,INV901891,2024-03-18,4478.07,Card
PAY0001322,INV901891,2024-03-30,2432.6,Card
PAY0001323,INV901891,2024-04-05,3141.66,NEFT
PAY0001324,INV901895,2024-11-21,10339.1,NEFT
PAY0001325,INV901899,2024-04-29,1762.03,UPI
PAY0001326,INV901899,2024-05-05,10942.53,NEFT
PAY0001327,INV901899,2024-05-05,7270.47,UPI
PAY0001328,INV901908,2025-06-04,22928.64,Wire
PAY0001329,INV901923,2025-07-24,5141.31,UPI
PAY0001330,INV901927,2024-09-24,3614.82,Wire
PAY0001331,INV901927,2024-10-05,5543.61,Wire
PAY0001332,INV901928,2025-10-01,501.47,UPI
PAY0001333,INV901928,2025-10-04,2798.29,NEFT
PAY0001334,INV901928,2025-10-04,1791.57,UPI
PAY0001335,INV901936,2024-11-03,10779.67,NEFT
PAY0001336,INV901936,2024-11-03,5673.62,UPI
PAY0001337,INV901942,2025-03-01,3242.64,Card
PAY0001338,INV901942,2025-03-12,4183.78,Wire
PAY0001339,INV901944,2025-01-27,1645.84,Card
PAY0001340,INV901944,2025-02-04,18065.3,Wire
PAY0001341,INV901947,2025-07-29,4723.31,Wire
PAY0001342,INV901947,2025-08-14,4575.75,Card
PAY0001343,INV901947,2025-08-17,266.8,NEFT
PAY0001344,INV901950,2025-01-19,18795.49,UPI
PAY0001345,INV901952,2024-03-15,8455.64,Card
PAY0001346,INV901952,2024-03-19,3087.78,Wire
PAY0001347,INV901952,2024-03-14,6668.44,Wire
PAY0001348,INV901953,2025-09-29,2825.73,Card
PAY0001349,INV901953,2025-09-24,1966.04,UPI
PAY0001350,INV901955,2025-06-07,915.15,NEFT
PAY0001351,INV901955,2025-06-24,1078.23,NEFT
PAY0001352,INV901956,2024-05-17,5719.27,NEFT
PAY0001353,INV901959,2025-02-13,5283.1,NEFT
PAY0001354,INV901961,2024-03-06,3425.28,UPI
PAY0001355,INV901965,2024-12-05,5908.0,NEFT
PAY0001356,INV901965,2024-11-24,751.5,Wire
PAY0001357,INV901971,2024-02-19,1034.87,NEFT
PAY0001358,INV901971,2024-03-07,1006.07,NEFT
PAY0001359,INV901974,2025-05-21,998.65,UPI
PAY0001360,INV901974,2025-05-22,322.73,UPI
PAY0001361,INV901974,2025-05-14,875.97,Wire
PAY0001362,INV901976,2025-05-04,39.39,Card
PAY0001363,INV901976,2025-05-16,3185.32,Card
PAY0001364,INV901981,2024-11-07,456.32,Card
PAY0001365,INV901981,2024-11-09,2925.21,NEFT
PAY0001366,INV901981,2024-10-26,2831.03,Card
PAY0001367,INV901983,2025-04-28,6763.9,NEFT
PAY0001368,INV901985,2024-02-12,5248.37,NEFT
PAY0001369,INV901985,2024-01-27,246.22,Wire
PAY0001370,INV901986,2024-11-08,10891.03,Wire
PAY0001371,INV901986,2024-10-26,898.74,Wire
PAY0001372,INV901987,2025-02-11,1230.58,UPI
PAY0001373,INV901987,2025-02-14,3784.85,NEFT
PAY0001374,INV901988,2024-12-16,3746.89,NEFT
PAY0001375,INV901989,2024-08-15,10422.05,Wire
PAY0001376,INV901989,2024-08-20,7644.77,Wire
PAY0001377,INV901995,2024-10-07,11960.11,Wire
PAY0001378,INV901998,2025-05-09,240.67,UPI
PAY0001379,INV901998,2025-05-06,2094.33,NEFT
PAY0001380,INV902002,2025-08-03,3648.74,Card
PAY0001381,INV902002,2025-08-08,5673.35,UPI
PAY0001382,INV902002,2025-08-06,4.94,NEFT
PAY0001383,INV902003,2024-04-20,475.74,Card
PAY0001384,INV902003,2024-04-14,187.93,Card
PAY0001385,INV902003,2024-04-16,138.54,NEFT
PAY0001386,INV902007,2025-11-11,3597.01,NEFT
PAY0001387,INV902007,2025-11-19,3835.35,NEFT
PAY0001388,INV902007,2025-11-18,108.85,Card
PAY0001389,INV902010,2025-05-16,7436.51,NEFT
PAY0001390,INV902010,2025-05-08,7734.72,Wire
PAY0001391,INV902011,2024-03-29,3055.05,NEFT
PAY0001392,INV902012,2025-11-13,4881.67,Wire
PAY0001393,INV902012,2025-11-23,1093.87,NEFT
PAY0001394,INV902015,2025-12-10,2560.7,NEFT
PAY0001395,INV902015,2025-12-12,822.42,UPI
PAY0001396,INV902019,2025-12-31,3940.12,Card
PAY0001397,INV902019,2026-01-09,3707.06,UPI
PAY0001398,INV902020,2025-01-25,874.16,NEFT
PAY0001399,INV902020,2025-02-01,3029.83,Wire
PAY0001400,INV902021,2025-12-02,436.83,NEFT
PAY0001401,INV902021,2025-11-28,5193.23,NEFT
PAY0001402,INV902026,2025-05-26,7727.5,Wire
PAY0001403,INV902028,2025-08-22,822.14,Card
PAY0001404,INV902028,2025-08-21,307.09,Card
PAY0001405,INV902032,2025-07-26,3206.04,NEFT
PAY0001406,INV902032,2025-07-25,966.72,NEFT
PAY0001407,INV902033,2024-07-02,993.44,Card
PAY0001408,INV902033,2024-07-11,1323.25,Card
PAY0001409,INV902033,2024-07-03,753.88,NEFT
PAY0001410,INV902034,2024-05-24,3098.89,UPI
PAY0001411,INV902034,2024-06-01,7179.06,UPI
PAY0001412,INV902034,2024-05-26,4750.94,UPI
PAY0001413,INV902036,2025-02-07,4005.98,Card
PAY0001414,INV902036,2025-02-24,2580.74,UPI
PAY0001415,INV902036,2025-02-09,838.95,UPI
PAY0001416,INV902039,2024-06-15,1978.12,Card
PAY0001417,INV902041,2024-10-03,2101.73,NEFT
PAY0001418,INV902044,2024-04-02,4050.42,Wire
PAY0001419,INV902044,2024-03-13,3217.73,NEFT
PAY0001420,INV902044,2024-03-30,9274.5,NEFT
PAY0001421,INV902051,2024-09-19,2355.98,UPI
PAY0001422,INV902051,2024-09-18,2492.11,Wire
PAY0001423,INV902051,2024-09-10,11502.71,Wire
PAY0001424,INV902052,2025-01-19,4465.18,UPI
PAY0001425,INV902054,2025-09-07,10196.53,Wire
PAY0001426,INV902054,2025-09-08,6346.71,UPI
PAY0001427,INV902055,2024-06-20,2627.23,UPI
PAY0001428,INV902057,2025-03-19,11996.77,Card
PAY0001429,INV902059,2024-05-26,3721.7,NEFT
PAY0001430,INV902065,2024-12-31,2160.55,UPI
PAY0001431,INV902066,2024-05-19,3793.04,UPI
PAY0001432,INV902066,2024-05-27,674.46,Card
PAY0001433,INV902068,2025-08-26,229.3,Card
PAY0001434,INV902068,2025-08-22,7101.34,Card
PAY0001435,INV902068,2025-08-16,350.68,NEFT
PAY0001436,INV902073,2024-05-02,18327.36,Wire
PAY0001437,INV902081,2024-10-03,1496.99,Wire
PAY0001438,INV902081,2024-09-16,742.51,NEFT
PAY0001439,INV902082,2024-08-07,5267.39,Wire
PAY0001440,INV902082,2024-08-02,7141.39,Wire
PAY0001441,INV902087,2025-05-31,3156.28,Wire
PAY0001442,INV902087,2025-05-26,1133.57,Wire
PAY0001443,INV902087,2025-05-25,1960.34,Card
PAY0001444,INV902088,2024-02-07,10541.47,Card
PAY0001445,INV902090,2025-03-18,2422.85,UPI
PAY0001446,INV902090,2025-03-27,610.31,UPI
PAY0001447,INV902091,2025-07-05,930.46,NEFT
PAY0001448,INV902091,2025-07-15,546.25,Card
PAY0001449,INV902093,2024-11-16,11056.62,Wire
PAY0001450,INV902093,2024-11-14,146.62,NEFT
PAY0001451,INV902093,2024-11-29,360.43,Wire
PAY0001452,INV902096,2025-06-20,910.14,UPI
PAY0001453,INV902096,2025-06-21,104.25,NEFT
PAY0001454,INV902096,2025-06-27,857.66,Card
PAY0001455,INV902099,2024-11-18,1124.98,Card
PAY0001456,INV902101,2025-02-13,3738.37,Wire
PAY0001457,INV902103,2025-01-11,945.25,Wire
PAY0001458,INV902103,2025-01-15,4760.1,NEFT
PAY0001459,INV902105,2025-10-07,17839.25,NEFT
PAY0001460,INV902106,2024-06-18,2022.14,UPI
PAY0001461,INV902106,2024-06-21,2493.58,UPI
PAY0001462,INV902108,2025-01-18,13556.73,Card
PAY0001463,INV902110,2024-01-24,10431.92,Card
PAY0001464,INV902112,2024-10-13,181.88,NEFT
PAY0001465,INV902112,2024-10-02,1073.65,UPI
PAY0001466,INV902112,2024-09-26,1739.56,UPI
PAY0001467,INV902113,2025-03-28,527.62,NEFT
PAY0001468,INV902113,2025-04-14,3317.65,Card
PAY0001469,INV902114,2024-02-13,10905.05,Wire
PAY0001470,INV902115,2025-11-02,1757.12,UPI
PAY0001471,INV902117,2025-11-15,14860.77,Wire
PAY0001472,INV902118,2025-11-16,982.92,UPI
PAY0001473,INV902118,2025-11-14,738.1,NEFT
PAY0001474,INV902118,2025-11-16,3650.49,Wire
PAY0001475,INV902121,2024-03-17,736.12,Wire
PAY0001476,INV902121,2024-03-12,3049.05,Card
PAY0001477,INV902127,2024-05-28,4924.88,Card
PAY0001478,INV902127,2024-05-28,4273.02,NEFT
PAY0001479,INV902128,2025-02-01,4850.87,Wire
PAY0001480,INV902128,2025-02-02,1885.02,Wire
PAY0001481,INV902132,2024-07-08,290.1,Card
PAY0001482,INV902135,2024-09-01,452.67,Wire
PAY0001483,INV902135,2024-09-04,247.16,Wire
PAY0001484,INV902135,2024-09-06,513.89,NEFT
PAY0001485,INV902140,2024-09-19,10570.76,Card
PAY0001486,INV902142,2025-12-09,2203.06,UPI
PAY0001487,INV902143,2024-01-27,169.72,NEFT
PAY0001488,INV902143,2024-02-11,1746.65,Wire
PAY0001489,INV902144,2025-10-29,683.96,Card
PAY0001490,INV902146,2024-08-02,8328.89,Card
PAY0001491,INV902147,2024-08-01,19552.77,Wire
PAY0001492,INV902148,2024-01-19,18598.61,Wire
PAY0001493,INV902148,2024-01-20,2788.98,NEFT
PAY0001494,INV902149,2024-12-02,8486.83,UPI
PAY0001495,INV902149,2024-11-22,2252.89,UPI
PAY0001496,INV902149,2024-11-27,1863.1,UPI
PAY0001497,INV902151,2025-08-29,7474.71,UPI
PAY0001498,INV902151,2025-08-20,389.51,NEFT
PAY0001499,INV902156,2025-11-07,1087.93,NEFT
PAY0001500,INV902158,2024-02-18,10966.9,Wire
PAY0001501,INV902159,2025-05-25,12097.56,NEFT
PAY0001502,INV902163,2025-07-22,4101.73,NEFT
PAY0001503,INV902163,2025-07-06,4979.46,Wire
PAY0001504,INV902163,2025-07-03,5432.62,NEFT
PAY0001505,INV902169,2024-04-03,3534.9,NEFT
PAY0001506,INV902169,2024-03-27,2894.06,NEFT
PAY0001507,INV902171,2025-12-11,1508.88,Wire
PAY0001508,INV902174,2025-10-10,5856.86,Wire
PAY0001509,INV902174,2025-10-17,6658.56,UPI
PAY0001510,INV902175,2024-12-29,16817.66,Wire
PAY0001511,INV902176,2024-02-13,1446.48,UPI
PAY0001512,INV902176,2024-01-29,1283.17,Wire
PAY0001513,INV902189,2026-01-03,3548.39,Card
PAY0001514,INV902190,2025-07-15,2070.42,Card
PAY0001515,INV902193,2025-09-14,1030.23,UPI
PAY0001516,INV902193,2025-09-03,710.01,UPI
PAY0001517,INV902193,2025-09-15,705.91,Wire
PAY0001518,INV902194,2026-01-12,1441.04,UPI
PAY0001519,INV902195,2024-03-02,44.24,NEFT
PAY0001520,INV902195,2024-03-02,1608.83,UPI
PAY0001521,INV902195,2024-03-10,474.68,NEFT
PAY0001522,INV902196,2024-02-22,1258.94,Card
PAY0001523,INV902197,2024-07-14,8285.84,UPI
PAY0001524,INV902197,2024-07-03,1603.95,Card
PAY0001525,INV902197,2024-07-13,8236.36,UPI
PAY0001526,INV902199,2025-12-13,2.29,NEFT
PAY0001527,INV902199,2025-11-30,2006.7,Card
PAY0001528,INV902199,2025-12-10,643.36,Wire
PAY0001529,INV902203,2025-07-13,6061.15,Wire
PAY0001530,INV902203,2025-07-16,2513.78,UPI
PAY0001531,INV902203,2025-07-12,3752.72,Card
PAY0001532,INV902207,2025-11-25,2681.57,NEFT
PAY0001533,INV902209,2025-07-20,7379.14,NEFT
PAY0001534,INV902209,2025-07-18,1099.1,NEFT
PAY0001535,INV902209,2025-07-25,6407.67,NEFT
PAY0001536,INV902211,2025-06-24,3877.59,Wire
PAY0001537,INV902211,2025-06-22,3135.31,UPI
PAY0001538,INV902212,2024-02-09,2396.59,UPI
PAY0001539,INV902215,2024-03-31,7543.18,UPI
PAY0001540,INV902215,2024-04-14,1321.74,NEFT
PAY0001541,INV902216,2024-10-30,1442.95,NEFT
PAY0001542,INV902216,2024-11-13,2313.98,UPI
PAY0001543,INV902222,2024-06-13,2464.52,Card
PAY0001544,INV902222,2024-06-11,445.61,Wire
PAY0001545,INV902222,2024-06-09,725.67,UPI
PAY0001546,INV902224,2025-10-27,4613.27,Card
PAY0001547,INV902225,2024-06-29,3959.74,Card
PAY0001548,INV902227,2025-12-08,5390.25,UPI
PAY0001549,INV902227,2025-12-16,1822.66,UPI
PAY0001550,INV902227,2025-12-08,3523.6,Card
PAY0001551,INV902228,2025-01-25,14341.82,NEFT
PAY0001552,INV902230,2024-09-13,5112.9,Card
PAY0001553,INV902231,2024-08-29,3920.47,NEFT
PAY0001554,INV902233,2024-06-17,6729.32,Card
PAY0001555,INV902233,2024-06-28,35.02,Card
PAY0001556,INV902234,2025-09-12,4307.44,NEFT
PAY0001557,INV902237,2024-08-29,300.34,Wire
PAY0001558,INV902237,2024-08-09,479.79,NEFT
PAY0001559,INV902237,2024-08-16,1123.89,UPI
PAY0001560,INV902240,2025-03-19,2738.0,UPI
PAY0001561,INV902243,2024-07-26,15415.65,NEFT
PAY0001562,INV902244,2025-01-30,2161.33,UPI
PAY0001563,INV902244,2025-01-27,716.76,Card
PAY0001564,INV902244,2025-01-28,9285.8,Wire
PAY0001565,INV902250,2024-06-04,688.45,Wire
PAY0001566,INV902250,2024-05-24,1045.98,Card
PAY0001567,INV902250,2024-06-05,238.11,UPI
PAY0001568,INV902251,2024-11-29,4671.02,Wire
PAY0001569,INV902253,2024-09-23,1209.05,UPI
PAY0001570,INV902255,2025-08-05,2542.56,UPI
PAY0001571,INV902255,2025-07-29,7550.06,UPI
PAY0001572,INV902255,2025-08-10,587.74,Wire
PAY0001573,INV902256,2025-05-31,2843.58,Wire
PAY0001574,INV902256,2025-06-08,15062.18,NEFT
PAY0001575,INV902256,2025-05-28,2172.03,Wire
PAY0001576,INV902263,2025-03-16,2196.96,Card
PAY0001577,INV902267,2024-10-09,2053.56,NEFT
PAY0001578,INV902267,2024-10-06,2792.55,Wire
PAY0001579,INV902267,2024-10-04,4261.59,NEFT
PAY0001580,INV902269,2025-07-11,2663.82,NEFT
PAY0001581,INV902269,2025-07-12,521.0,Wire
PAY0001582,INV902269,2025-07-17,104.48,Wire
PAY0001583,INV902270,2024-06-19,6661.5,Card
PAY0001584,INV902271,2024-05-14,719.91,Wire
PAY0001585,INV902271,2024-05-06,11225.44,NEFT
PAY0001586,INV902275,2024-08-18,930.89,Wire
PAY0001587,INV902275,2024-08-15,226.32,Card
PAY0001588,INV902276,2024-01-19,10786.3,UPI
PAY0001589,INV902285,2024-06-10,390.29,Wire
PAY0001590,INV902285,2024-06-02,3910.42,UPI
PAY0001591,INV902285,2024-05-28,18.32,NEFT
PAY0001592,INV902286,2025-03-15,86.71,Card
PAY0001593,INV902286,2025-03-13,2800.27,Wire
PAY0001594,INV902289,2025-08-30,3643.67,NEFT
PAY0001595,INV902289,2025-08-26,10752.3,UPI
PAY0001596,INV902289,2025-09-06,3074.38,Wire
PAY0001597,INV902293,2025-03-04,2570.25,NEFT
